file,id_tlink,id_pairs,role,type
ES100278.xml,9593,"[8816, 8833]",SIMULTANEOUS,EVENTTLINKLink
ES100278.xml,9596,"[8816, 8924]",BEFORE,EVENTTLINKLink
ES100278.xml,9365,"[8890, 8924]",BEFORE,EVENTTLINKLink
ES100278.xml,9371,"[8907, 8924]",CONTAINS,EVENTTLINKLink
ES100278.xml,9603,"[8924, 8988]",BEFORE,EVENTTLINKLink
ES100278.xml,9609,"[8988, 9005]",SIMULTANEOUS,EVENTTLINKLink
ES100278.xml,9612,"[8988, 9134]",BEFORE,EVENTTLINKLink
ES100278.xml,9397,"[9043, 9134]",CONTAINS,EVENTTLINKLink
ES100278.xml,9403,"[9117, 9098]",CONTAINS,EVENTTLINKLink
ES100791.xml,1127,"[869, 886]",CONTAINS,EVENTTLINKLink
ES100791.xml,1130,"[869, 941]",CONTAINS,EVENTTLINKLink
ES100791.xml,1087,"[886, 922]",CONTAINS,EVENTTLINKLink
ES100791.xml,1090,"[886, 903]",CONTAINS,EVENTTLINKLink
ES100791.xml,1137,"[941, 992]",BEFORE,EVENTTLINKLink
ES100791.xml,1140,"[941, 1011]",BEFORE,EVENTTLINKLink
ES100791.xml,1097,"[958, 941]",BEGINS-ON,EVENTTLINKLink
ES100791.xml,1103,"[975, 992]",CONTAINS,EVENTTLINKLink
ES100791.xml,1115,"[1011, 1045]",BEFORE,EVENTTLINKLink
ES100791.xml,1109,"[1028, 1011]",BEGINS-ON,EVENTTLINKLink
ES100791.xml,1121,"[1064, 1045]",CONTAINS,EVENTTLINKLink
ES100578.xml,6203,"[4913, 4930]",CONTAINS,EVENTTLINKLink
ES100578.xml,6206,"[4913, 4949]",CONTAINS,EVENTTLINKLink
ES100578.xml,6500,"[4949, 4966]",SIMULTANEOUS,EVENTTLINKLink
ES100578.xml,6503,"[4949, 5074]",BEFORE,EVENTTLINKLink
ES100578.xml,6213,"[4985, 4949]",CONTAINS,EVENTTLINKLink
ES100578.xml,6219,"[5002, 5019]",CONTAINS,EVENTTLINKLink
ES100578.xml,6222,"[5002, 5038]",CONTAINS,EVENTTLINKLink
ES100578.xml,6225,"[5002, 4949]",CONTAINS,EVENTTLINKLink
ES100578.xml,6233,"[5057, 5038]",BEFORE,EVENTTLINKLink
ES100578.xml,6510,"[5074, 5125]",BEFORE,EVENTTLINKLink
ES100578.xml,6239,"[5091, 5074]",CONTAINS,EVENTTLINKLink
ES100578.xml,6245,"[5108, 5074]",CONTAINS,EVENTTLINKLink
ES100578.xml,6516,"[5125, 5180]",CONTAINS,EVENTTLINKLink
ES100578.xml,6519,"[5125, 5199]",CONTAINS,EVENTTLINKLink
ES100578.xml,6522,"[5125, 5218]",CONTAINS,EVENTTLINKLink
ES100578.xml,6525,"[5125, 5294]",CONTAINS,EVENTTLINKLink
ES100578.xml,6528,"[5125, 5370]",CONTAINS,EVENTTLINKLink
ES100578.xml,6531,"[5125, 5237]",CONTAINS,EVENTTLINKLink
ES100578.xml,6534,"[5125, 5256]",CONTAINS,EVENTTLINKLink
ES100578.xml,6537,"[5125, 5161]",CONTAINS,EVENTTLINKLink
ES100578.xml,6540,"[5125, 5389]",CONTAINS,EVENTTLINKLink
ES100578.xml,6543,"[5125, 5408]",BEFORE,EVENTTLINKLink
ES100578.xml,6546,"[5125, 5332]",CONTAINS,EVENTTLINKLink
ES100578.xml,6549,"[5125, 5275]",CONTAINS,EVENTTLINKLink
ES100578.xml,6552,"[5125, 5351]",CONTAINS,EVENTTLINKLink
ES100578.xml,6555,"[5125, 5313]",CONTAINS,EVENTTLINKLink
ES100578.xml,6329,"[5444, 5408]",CONTAINS,EVENTTLINKLink
ES100578.xml,6335,"[5427, 5408]",CONTAINS,EVENTTLINKLink
ES100578.xml,6574,"[5461, 5408]",CONTAINS,EVENTTLINKLink
ES100578.xml,6577,"[5461, 5478]",CONTAINS,EVENTTLINKLink
ES100578.xml,6584,"[5478, 5565]",BEFORE,EVENTTLINKLink
ES100578.xml,6349,"[5495, 5478]",CONTAINS,EVENTTLINKLink
ES100578.xml,6355,"[5531, 5478]",CONTAINS,EVENTTLINKLink
ES100578.xml,6590,"[5565, 5582]",CONTAINS,EVENTTLINKLink
ES100578.xml,6593,"[5565, 5618]",OVERLAP,EVENTTLINKLink
ES100578.xml,6596,"[5565, 5548]",BEGINS-ON,EVENTTLINKLink
ES100578.xml,6599,"[5565, 5640]",BEFORE,EVENTTLINKLink
ES100578.xml,6602,"[5565, 5601]",ENDS-ON,EVENTTLINKLink
ES100578.xml,6612,"[5640, 5657]",CONTAINS,EVENTTLINKLink
ES100578.xml,6615,"[5640, 5727]",BEFORE,EVENTTLINKLink
ES100578.xml,6376,"[5676, 5640]",CONTAINS,EVENTTLINKLink
ES100578.xml,6382,"[5693, 5640]",CONTAINS,EVENTTLINKLink
ES100578.xml,6388,"[5710, 5744]",CONTAINS,EVENTTLINKLink
ES100578.xml,6391,"[5710, 5727]",CONTAINS,EVENTTLINKLink
ES100578.xml,6622,"[5727, 5801]",CONTAINS,EVENTTLINKLink
ES100578.xml,6625,"[5727, 5820]",BEFORE,EVENTTLINKLink
ES100578.xml,6628,"[5727, 5782]",CONTAINS,EVENTTLINKLink
ES100578.xml,6631,"[5727, 5892]",OVERLAP,EVENTTLINKLink
ES100578.xml,6634,"[5727, 5763]",CONTAINS,EVENTTLINKLink
ES100578.xml,6416,"[5820, 5856]",CONTAINS,EVENTTLINKLink
ES100578.xml,6422,"[5875, 5856]",CONTAINS,EVENTTLINKLink
ES100578.xml,6644,"[5892, 5926]",BEFORE,EVENTTLINKLink
ES100578.xml,6428,"[5909, 5892]",CONTAINS,EVENTTLINKLink
ES100578.xml,6650,"[5926, 6045]",BEFORE,EVENTTLINKLink
ES100578.xml,6434,"[5943, 5960]",CONTAINS,EVENTTLINKLink
ES100578.xml,6437,"[5943, 5979]",CONTAINS,EVENTTLINKLink
ES100578.xml,6440,"[5943, 5926]",CONTAINS,EVENTTLINKLink
ES100578.xml,6443,"[5943, 5998]",CONTAINS,EVENTTLINKLink
ES100578.xml,6486,"[6045, 6028]",BEGINS-ON,EVENTTLINKLink
ES100578.xml,6489,"[6045, 6140]",SIMULTANEOUS,EVENTTLINKLink
ES100578.xml,6492,"[6045, 6062]",CONTAINS,EVENTTLINKLink
ES100578.xml,6452,"[6081, 6062]",CONTAINS,EVENTTLINKLink
ES100578.xml,6468,"[6140, 6117]",BEGINS-ON,EVENTTLINKLink
ES100578.xml,6474,"[6163, 6098]",CONTAINS,EVENTTLINKLink
ES100578.xml,6480,"[6180, 6098]",CONTAINS,EVENTTLINKLink
ES100587.xml,2188,"[1743, 1779]",CONTAINS,EVENTTLINKLink
ES100587.xml,2191,"[1743, 1760]",OVERLAP,EVENTTLINKLink
ES100587.xml,2198,"[1779, 1796]",OVERLAP,EVENTTLINKLink
ES100587.xml,2130,"[1796, 1813]",SIMULTANEOUS,EVENTTLINKLink
ES100587.xml,2204,"[1870, 1832]",CONTAINS,EVENTTLINKLink
ES100587.xml,2207,"[1870, 1887]",OVERLAP,EVENTTLINKLink
ES100587.xml,2210,"[1870, 1851]",CONTAINS,EVENTTLINKLink
ES100587.xml,2213,"[1870, 1796]",BEFORE,EVENTTLINKLink
ES100587.xml,2222,"[1887, 1904]",OVERLAP,EVENTTLINKLink
ES100587.xml,2228,"[1904, 1933]",CONTAINS,EVENTTLINKLink
ES100587.xml,2238,"[1933, 1950]",CONTAINS,EVENTTLINKLink
ES100587.xml,2241,"[1933, 1969]",CONTAINS,EVENTTLINKLink
ES100587.xml,2244,"[1969, 1986]",SIMULTANEOUS,EVENTTLINKLink
ES100587.xml,2250,"[1986, 2003]",SIMULTANEOUS,EVENTTLINKLink
ES100587.xml,2253,"[1986, 2022]",BEFORE,EVENTTLINKLink
ES100587.xml,2260,"[2022, 2092]",BEFORE,EVENTTLINKLink
ES100587.xml,2166,"[2058, 2022]",CONTAINS,EVENTTLINKLink
ES100587.xml,2172,"[2075, 2022]",CONTAINS,EVENTTLINKLink
ES100182.xml,2359,"[1855, 1957]",BEFORE,EVENTTLINKLink
ES100182.xml,2283,"[1872, 1855]",BEFORE,EVENTTLINKLink
ES100182.xml,2289,"[1889, 1855]",CONTAINS,EVENTTLINKLink
ES100182.xml,2295,"[1906, 1855]",CONTAINS,EVENTTLINKLink
ES100182.xml,2301,"[1923, 1855]",CONTAINS,EVENTTLINKLink
ES100182.xml,2307,"[1940, 1855]",CONTAINS,EVENTTLINKLink
ES100182.xml,2365,"[1957, 1993]",BEFORE,EVENTTLINKLink
ES100182.xml,2368,"[1957, 1974]",BEFORE,EVENTTLINKLink
ES100182.xml,2371,"[1957, 2067]",BEFORE,EVENTTLINKLink
ES100182.xml,2313,"[2031, 2048]",SIMULTANEOUS,EVENTTLINKLink
ES100182.xml,2316,"[2031, 1993]",CONTAINS,EVENTTLINKLink
ES100182.xml,2379,"[2067, 2137]",BEFORE,EVENTTLINKLink
ES100182.xml,2323,"[2103, 2067]",CONTAINS,EVENTTLINKLink
ES100182.xml,2329,"[2120, 2137]",BEFORE,EVENTTLINKLink
ES100182.xml,2385,"[2137, 2209]",BEFORE,EVENTTLINKLink
ES100182.xml,2335,"[2173, 2190]",BEGINS-ON,EVENTTLINKLink
ES100182.xml,2338,"[2173, 2137]",CONTAINS,EVENTTLINKLink
ES100182.xml,2345,"[2209, 2264]",BEFORE,EVENTTLINKLink
ES100182.xml,2348,"[2209, 2245]",BEFORE,EVENTTLINKLink
ES100182.xml,2351,"[2209, 2226]",BEFORE,EVENTTLINKLink
ES100633.xml,2285,"[1823, 1893]",BEFORE,EVENTTLINKLink
ES100633.xml,2219,"[1840, 1823]",CONTAINS,EVENTTLINKLink
ES100633.xml,2225,"[1857, 1823]",CONTAINS,EVENTTLINKLink
ES100633.xml,2291,"[1893, 1965]",BEFORE,EVENTTLINKLink
ES100633.xml,2294,"[1893, 1910]",SIMULTANEOUS,EVENTTLINKLink
ES100633.xml,2297,"[1893, 1984]",BEFORE,EVENTTLINKLink
ES100633.xml,2241,"[1948, 1893]",CONTAINS,EVENTTLINKLink
ES100633.xml,2305,"[1984, 2037]",BEFORE,EVENTTLINKLink
ES100633.xml,2308,"[1984, 2090]",BEFORE,EVENTTLINKLink
ES100633.xml,2247,"[2020, 1984]",CONTAINS,EVENTTLINKLink
ES100633.xml,2253,"[2037, 2054]",SIMULTANEOUS,EVENTTLINKLink
ES100633.xml,2259,"[2073, 2037]",CONTAINS,EVENTTLINKLink
ES100633.xml,2315,"[2090, 2107]",CONTAINS,EVENTTLINKLink
ES100633.xml,2318,"[2090, 2126]",BEFORE,EVENTTLINKLink
ES100633.xml,2325,"[2126, 1814]",BEFORE,EVENTTLINKLink
ES100631.xml,9503,"[7823, 7859]",CONTAINS,EVENTTLINKLink
ES100631.xml,9506,"[7823, 7840]",CONTAINS,EVENTTLINKLink
ES100631.xml,9509,"[7823, 7747]",CONTAINS,EVENTTLINKLink
ES100631.xml,9512,"[7823, 7897]",CONTAINS,EVENTTLINKLink
ES100631.xml,9515,"[7823, 7878]",CONTAINS,EVENTTLINKLink
ES100631.xml,9525,"[7897, 8009]",CONTAINS,EVENTTLINKLink
ES100631.xml,9528,"[7897, 7952]",CONTAINS,EVENTTLINKLink
ES100631.xml,9531,"[7897, 7990]",CONTAINS,EVENTTLINKLink
ES100631.xml,9534,"[7897, 7971]",CONTAINS,EVENTTLINKLink
ES100631.xml,9537,"[7897, 7933]",CONTAINS,EVENTTLINKLink
ES100631.xml,9540,"[7897, 8028]",CONTAINS,EVENTTLINKLink
ES100631.xml,9543,"[7897, 7914]",CONTAINS,EVENTTLINKLink
ES100631.xml,9251,"[8028, 8045]",SIMULTANEOUS,EVENTTLINKLink
ES100631.xml,9555,"[8083, 8100]",CONTAINS,EVENTTLINKLink
ES100631.xml,9558,"[8083, 8119]",CONTAINS,EVENTTLINKLink
ES100631.xml,9561,"[8083, 8138]",CONTAINS,EVENTTLINKLink
ES100631.xml,9564,"[8083, 8028]",CONTAINS,EVENTTLINKLink
ES100631.xml,9573,"[8138, 8155]",BEFORE,EVENTTLINKLink
ES100631.xml,9579,"[8155, 8172]",SIMULTANEOUS,EVENTTLINKLink
ES100631.xml,9582,"[8155, 8191]",BEFORE,EVENTTLINKLink
ES100631.xml,9589,"[8191, 8225]",BEFORE,EVENTTLINKLink
ES100631.xml,9592,"[8191, 8297]",BEFORE,EVENTTLINKLink
ES100631.xml,9285,"[8208, 8191]",CONTAINS,EVENTTLINKLink
ES100631.xml,9291,"[8244, 8225]",CONTAINS,EVENTTLINKLink
ES100631.xml,9297,"[8280, 8225]",CONTAINS,EVENTTLINKLink
ES100631.xml,9599,"[8297, 8477]",BEFORE,EVENTTLINKLink
ES100631.xml,9303,"[8314, 8297]",CONTAINS,EVENTTLINKLink
ES100631.xml,9309,"[8350, 8297]",CONTAINS,EVENTTLINKLink
ES100631.xml,9315,"[8392, 8297]",CONTAINS,EVENTTLINKLink
ES100631.xml,9321,"[8409, 8297]",CONTAINS,EVENTTLINKLink
ES100631.xml,9327,"[8426, 8297]",CONTAINS,EVENTTLINKLink
ES100631.xml,9333,"[8443, 8477]",CONTAINS,EVENTTLINKLink
ES100631.xml,9339,"[8460, 8477]",CONTAINS,EVENTTLINKLink
ES100631.xml,9605,"[8477, 8566]",BEFORE,EVENTTLINKLink
ES100631.xml,9608,"[8477, 8513]",BEFORE,EVENTTLINKLink
ES100631.xml,9345,"[8532, 8513]",CONTAINS,EVENTTLINKLink
ES100631.xml,9351,"[8549, 8513]",CONTAINS,EVENTTLINKLink
ES100631.xml,9615,"[8566, 8583]",CONTAINS,EVENTTLINKLink
ES100631.xml,9618,"[8566, 8638]",BEFORE,EVENTTLINKLink
ES100631.xml,9621,"[8566, 8602]",BEFORE,EVENTTLINKLink
ES100631.xml,9624,"[8566, 8691]",BEFORE,EVENTTLINKLink
ES100631.xml,9369,"[8602, 8619]",CONTAINS,EVENTTLINKLink
ES100631.xml,9375,"[8657, 8691]",CONTAINS,EVENTTLINKLink
ES100631.xml,9381,"[8674, 8691]",CONTAINS,EVENTTLINKLink
ES100631.xml,9633,"[8691, 8818]",BEFORE,EVENTTLINKLink
ES100631.xml,9636,"[8691, 8708]",SIMULTANEOUS,EVENTTLINKLink
ES100631.xml,9387,"[8746, 8691]",CONTAINS,EVENTTLINKLink
ES100631.xml,9393,"[8763, 8799]",CONTAINS,EVENTTLINKLink
ES100631.xml,9396,"[8763, 8780]",SIMULTANEOUS,EVENTTLINKLink
ES100631.xml,9399,"[8763, 8691]",CONTAINS,EVENTTLINKLink
ES100631.xml,9643,"[8818, 8920]",BEFORE,EVENTTLINKLink
ES100631.xml,9646,"[8818, 8850]",SIMULTANEOUS,EVENTTLINKLink
ES100631.xml,9413,"[8833, 8818]",BEGINS-ON,EVENTTLINKLink
ES100631.xml,9419,"[8869, 8850]",ENDS-ON,EVENTTLINKLink
ES100631.xml,9425,"[8886, 8903]",CONTAINS,EVENTTLINKLink
ES100631.xml,9431,"[8903, 8920]",BEFORE,EVENTTLINKLink
ES100631.xml,9653,"[8920, 8990]",CONTAINS,EVENTTLINKLink
ES100631.xml,9656,"[8920, 9026]",CONTAINS,EVENTTLINKLink
ES100631.xml,9659,"[8920, 9043]",CONTAINS,EVENTTLINKLink
ES100631.xml,9662,"[8920, 7532]",CONTAINS,EVENTTLINKLink
ES100631.xml,9437,"[8956, 8990]",CONTAINS,EVENTTLINKLink
ES100631.xml,9443,"[8973, 8990]",CONTAINS,EVENTTLINKLink
ES100631.xml,9461,"[9009, 8973]",ENDS-ON,EVENTTLINKLink
ES100631.xml,9469,"[9062, 9079]",ENDS-ON,EVENTTLINKLink
ES100631.xml,9475,"[9117, 9098]",ENDS-ON,EVENTTLINKLink
ES100631.xml,9491,"[9153, 7682]",CONTAINS,EVENTTLINKLink
ES100631.xml,9497,"[9170, 7682]",CONTAINS,EVENTTLINKLink
ES100143.xml,2555,"[1985, 2002]",BEFORE,EVENTTLINKLink
ES100143.xml,2661,"[2002, 2019]",BEFORE,EVENTTLINKLink
ES100143.xml,2567,"[2057, 2110]",SIMULTANEOUS,EVENTTLINKLink
ES100143.xml,2570,"[2057, 2019]",CONTAINS,EVENTTLINKLink
ES100143.xml,2573,"[2057, 2129]",SIMULTANEOUS,EVENTTLINKLink
ES100143.xml,2576,"[2057, 2074]",SIMULTANEOUS,EVENTTLINKLink
ES100143.xml,2561,"[2093, 2074]",SIMULTANEOUS,EVENTTLINKLink
ES100143.xml,2672,"[2148, 2165]",SIMULTANEOUS,EVENTTLINKLink
ES100143.xml,2675,"[2148, 2019]",CONTAINS,EVENTTLINKLink
ES100143.xml,2678,"[2148, 2218]",CONTAINS,EVENTTLINKLink
ES100143.xml,2585,"[2184, 2201]",CONTAINS,EVENTTLINKLink
ES100143.xml,2591,"[2201, 2218]",BEFORE,EVENTTLINKLink
ES100143.xml,2681,"[2218, 2288]",BEFORE,EVENTTLINKLink
ES100143.xml,2597,"[2235, 2218]",CONTAINS,EVENTTLINKLink
ES100143.xml,2603,"[2252, 2218]",CONTAINS,EVENTTLINKLink
ES100143.xml,2687,"[2288, 2377]",BEFORE,EVENTTLINKLink
ES100143.xml,2609,"[2324, 2288]",CONTAINS,EVENTTLINKLink
ES100143.xml,2615,"[2360, 2288]",CONTAINS,EVENTTLINKLink
ES100143.xml,2693,"[2377, 2538]",BEFORE,EVENTTLINKLink
ES100143.xml,2696,"[2377, 2394]",BEFORE,EVENTTLINKLink
ES100143.xml,2699,"[2377, 2413]",BEFORE,EVENTTLINKLink
ES100143.xml,2627,"[2413, 2466]",CONTAINS,EVENTTLINKLink
ES100143.xml,2630,"[2413, 2447]",CONTAINS,EVENTTLINKLink
ES100143.xml,2621,"[2430, 2413]",CONTAINS,EVENTTLINKLink
ES100143.xml,2649,"[2485, 2466]",ENDS-ON,EVENTTLINKLink
ES100143.xml,2643,"[2502, 1969]",CONTAINS,EVENTTLINKLink
ES100143.xml,2655,"[2538, 2519]",OVERLAP,EVENTTLINKLink
ES100962.xml,5662,"[4670, 4651]",BEFORE,EVENTTLINKLink
ES100962.xml,5668,"[4687, 4670]",BEFORE,EVENTTLINKLink
ES100962.xml,5814,"[4704, 4759]",CONTAINS,EVENTTLINKLink
ES100962.xml,5817,"[4704, 4826]",CONTAINS,EVENTTLINKLink
ES100962.xml,5820,"[4704, 4721]",SIMULTANEOUS,EVENTTLINKLink
ES100962.xml,5823,"[4704, 4670]",CONTAINS,EVENTTLINKLink
ES100962.xml,5674,"[4759, 4740]",CONTAINS,EVENTTLINKLink
ES100962.xml,5680,"[4776, 4759]",CONTAINS,EVENTTLINKLink
ES100962.xml,5832,"[4826, 4898]",BEFORE,EVENTTLINKLink
ES100962.xml,5686,"[4843, 4826]",CONTAINS,EVENTTLINKLink
ES100962.xml,5838,"[4898, 5004]",BEFORE,EVENTTLINKLink
ES100962.xml,5841,"[4898, 4915]",SIMULTANEOUS,EVENTTLINKLink
ES100962.xml,5692,"[4934, 4898]",CONTAINS,EVENTTLINKLink
ES100962.xml,5704,"[4970, 5004]",BEFORE,EVENTTLINKLink
ES100962.xml,5698,"[4987, 4970]",CONTAINS,EVENTTLINKLink
ES100962.xml,5848,"[5004, 5154]",BEFORE,EVENTTLINKLink
ES100962.xml,5851,"[5004, 5021]",BEFORE,EVENTTLINKLink
ES100962.xml,5710,"[5154, 5171]",CONTAINS,EVENTTLINKLink
ES100962.xml,5713,"[5154, 5190]",CONTAINS,EVENTTLINKLink
ES100962.xml,5720,"[5228, 5209]",CONTAINS,EVENTTLINKLink
ES100962.xml,5858,"[5283, 5245]",CONTAINS,EVENTTLINKLink
ES100962.xml,5861,"[5283, 5264]",CONTAINS,EVENTTLINKLink
ES100962.xml,5864,"[5283, 5209]",CONTAINS,EVENTTLINKLink
ES100962.xml,5867,"[5283, 5154]",CONTAINS,EVENTTLINKLink
ES100962.xml,5870,"[5283, 5300]",CONTAINS,EVENTTLINKLink
ES100962.xml,5880,"[5300, 5317]",CONTAINS,EVENTTLINKLink
ES100962.xml,5883,"[5300, 5355]",SIMULTANEOUS,EVENTTLINKLink
ES100962.xml,5886,"[5300, 5374]",BEFORE,EVENTTLINKLink
ES100962.xml,5889,"[5300, 5336]",CONTAINS,EVENTTLINKLink
ES100962.xml,5898,"[5374, 5408]",BEFORE,EVENTTLINKLink
ES100962.xml,5901,"[5374, 5514]",BEFORE,EVENTTLINKLink
ES100962.xml,5726,"[5391, 5374]",CONTAINS,EVENTTLINKLink
ES100962.xml,5732,"[5408, 4642]",BEFORE,EVENTTLINKLink
ES100962.xml,5756,"[5444, 5548]",CONTAINS,EVENTTLINKLink
ES100962.xml,5768,"[5461, 5586]",CONTAINS,EVENTTLINKLink
ES100962.xml,5771,"[5461, 5567]",CONTAINS,EVENTTLINKLink
ES100962.xml,5788,"[5497, 5514]",ENDS-ON,EVENTTLINKLink
ES100962.xml,5908,"[5514, 5531]",BEFORE,EVENTTLINKLink
ES100962.xml,5800,"[5531, 5643]",CONTAINS,EVENTTLINKLink
ES100962.xml,5803,"[5531, 5624]",CONTAINS,EVENTTLINKLink
ES100962.xml,5806,"[5531, 5605]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,5853,"[4739, 4720]",CONTAINS,EVENTTLINKLink
ES100552.xml,5856,"[4739, 4775]",OVERLAP,EVENTTLINKLink
ES100552.xml,5971,"[4794, 4720]",BEFORE,EVENTTLINKLink
ES100552.xml,5974,"[4794, 4811]",OVERLAP,EVENTTLINKLink
ES100552.xml,5977,"[4794, 4849]",BEFORE,EVENTTLINKLink
ES100552.xml,5980,"[4794, 4830]",OVERLAP,EVENTTLINKLink
ES100552.xml,5989,"[4849, 4902]",CONTAINS,EVENTTLINKLink
ES100552.xml,5992,"[4849, 4938]",BEFORE,EVENTTLINKLink
ES100552.xml,5869,"[4885, 4849]",CONTAINS,EVENTTLINKLink
ES100552.xml,5875,"[4921, 4849]",CONTAINS,EVENTTLINKLink
ES100552.xml,5887,"[4976, 4938]",CONTAINS,EVENTTLINKLink
ES100552.xml,5893,"[4993, 4938]",CONTAINS,EVENTTLINKLink
ES100552.xml,5999,"[5010, 5027]",CONTAINS,EVENTTLINKLink
ES100552.xml,6002,"[5010, 4938]",CONTAINS,EVENTTLINKLink
ES100552.xml,6005,"[5010, 5063]",CONTAINS,EVENTTLINKLink
ES100552.xml,6008,"[5010, 5082]",CONTAINS,EVENTTLINKLink
ES100552.xml,5899,"[5027, 5044]",CONTAINS,EVENTTLINKLink
ES100552.xml,5905,"[5120, 5082]",BEFORE,EVENTTLINKLink
ES100552.xml,6017,"[5156, 5338]",CONTAINS,EVENTTLINKLink
ES100552.xml,6020,"[5156, 5319]",CONTAINS,EVENTTLINKLink
ES100552.xml,6023,"[5156, 5137]",CONTAINS,EVENTTLINKLink
ES100552.xml,6026,"[5156, 5192]",CONTAINS,EVENTTLINKLink
ES100552.xml,6029,"[5156, 5211]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6032,"[5156, 5173]",CONTAINS,EVENTTLINKLink
ES100552.xml,6035,"[5156, 5082]",CONTAINS,EVENTTLINKLink
ES100552.xml,6047,"[5211, 5247]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6050,"[5211, 5285]",CONTAINS,EVENTTLINKLink
ES100552.xml,6053,"[5211, 5266]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6056,"[5211, 5228]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6065,"[5285, 5302]",OVERLAP,EVENTTLINKLink
ES100552.xml,6071,"[5302, 5376]",CONTAINS,EVENTTLINKLink
ES100552.xml,6077,"[5376, 4669]",BEFORE,EVENTTLINKLink
ES100552.xml,6080,"[5376, 5357]",CONTAINS,EVENTTLINKLink
ES100552.xml,5911,"[5393, 5410]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6101,"[5448, 5507]",BEFORE,EVENTTLINKLink
ES100552.xml,5917,"[5484, 5448]",CONTAINS,EVENTTLINKLink
ES100552.xml,5923,"[5545, 5562]",CONTAINS,EVENTTLINKLink
ES100552.xml,5926,"[5545, 5507]",CONTAINS,EVENTTLINKLink
ES100552.xml,5929,"[5545, 5581]",CONTAINS,EVENTTLINKLink
ES100552.xml,6112,"[5619, 5507]",CONTAINS,EVENTTLINKLink
ES100552.xml,6115,"[5619, 5636]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,6118,"[5619, 5674]",BEFORE,EVENTTLINKLink
ES100552.xml,6121,"[5674, 5655]",CONTAINS,EVENTTLINKLink
ES100552.xml,6124,"[5674, 5729]",BEFORE,EVENTTLINKLink
ES100552.xml,6127,"[5674, 5691]",CONTAINS,EVENTTLINKLink
ES100552.xml,5953,"[5729, 5767]",SIMULTANEOUS,EVENTTLINKLink
ES100552.xml,5947,"[5744, 5729]",CONTAINS,EVENTTLINKLink
ES100552.xml,5959,"[5805, 5767]",CONTAINS,EVENTTLINKLink
ES100552.xml,5965,"[5820, 5805]",BEGINS-ON,EVENTTLINKLink
ES100778.xml,5373,"[4569, 4586]",CONTAINS,EVENTTLINKLink
ES100778.xml,5376,"[4569, 4679]",CONTAINS,EVENTTLINKLink
ES100778.xml,5383,"[4605, 4641]",CONTAINS,EVENTTLINKLink
ES100778.xml,5386,"[4605, 4622]",CONTAINS,EVENTTLINKLink
ES100778.xml,5389,"[4605, 4679]",CONTAINS,EVENTTLINKLink
ES100778.xml,5392,"[4605, 4660]",CONTAINS,EVENTTLINKLink
ES100778.xml,5556,"[4679, 4696]",BEFORE,EVENTTLINKLink
ES100778.xml,5559,"[4679, 4458]",BEFORE,EVENTTLINKLink
ES100778.xml,5430,"[4734, 4751]",CONTAINS,EVENTTLINKLink
ES100778.xml,5433,"[4734, 4806]",CONTAINS,EVENTTLINKLink
ES100778.xml,5436,"[4734, 4825]",BEFORE,EVENTTLINKLink
ES100778.xml,5420,"[4751, 4787]",CONTAINS,EVENTTLINKLink
ES100778.xml,5423,"[4751, 4768]",CONTAINS,EVENTTLINKLink
ES100778.xml,5450,"[4882, 4899]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5453,"[4882, 4918]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5456,"[4882, 4863]",CONTAINS,EVENTTLINKLink
ES100778.xml,5467,"[5028, 4937]",BEGINS-ON,EVENTTLINKLink
ES100778.xml,5612,"[4975, 5045]",BEFORE,EVENTTLINKLink
ES100778.xml,5615,"[4975, 4992]",CONTAINS,EVENTTLINKLink
ES100778.xml,5470,"[5011, 4992]",CONTAINS,EVENTTLINKLink
ES100778.xml,5476,"[5045, 5100]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5479,"[5045, 5138]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5482,"[5045, 5119]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5485,"[5045, 5062]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5488,"[5045, 5081]",SIMULTANEOUS,EVENTTLINKLink
ES100778.xml,5622,"[5157, 5045]",BEFORE,EVENTTLINKLink
ES100778.xml,5625,"[5157, 5174]",BEFORE,EVENTTLINKLink
ES100778.xml,5632,"[5174, 5191]",BEFORE,EVENTTLINKLink
ES100778.xml,5635,"[5174, 4516]",BEFORE,EVENTTLINKLink
ES100778.xml,5498,"[5191, 5227]",BEFORE,EVENTTLINKLink
ES100778.xml,5501,"[5191, 5208]",BEFORE,EVENTTLINKLink
ES100778.xml,5508,"[5246, 5191]",BEGINS-ON,EVENTTLINKLink
ES100778.xml,5514,"[5263, 5191]",BEGINS-ON,EVENTTLINKLink
ES100778.xml,5540,"[5318, 5299]",BEFORE,EVENTTLINKLink
