file,id_sentence,id_tlink,pair,role,type
ES100284.xml,19,-1,[4533 4569],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4605],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4533 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,5418,[4552 4533],CONTAINS,EVENTTLINKLink
ES100284.xml,19,5415,[4552 4569],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,19,-1,[4552 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4605],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4552 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4533],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4552],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4605],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4569 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4533],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4552],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4569],-1,TIMEX3TimexLinkLink
ES100284.xml,19,5435,[4588 4605],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,19,-1,[4588 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4588 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4533],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4552],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4569],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4605 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4533],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4552],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4569],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4605],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4643],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4624 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4497],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4514],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4533],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4552],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4569],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4588],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4605],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4624],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4343],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4352],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4361],-1,TIMEX3TimexLinkLink
ES100284.xml,19,-1,[4643 4370],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5604,[4662 4696],BEFORE,EVENTTLINKLink
ES100284.xml,24,-1,[4662 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4662 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5461,[4679 4662],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4679 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4679 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5492,[4696 4751],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4696 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5489,[4696 4821],BEFORE,EVENTTLINKLink
ES100284.xml,24,-1,[4696 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4696 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4713 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4732 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5467,[4751 4732],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,24,-1,[4751 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4751 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5473,[4768 4696],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4768 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4768 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5479,[4785 4696],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4785 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5482,[4785 4802],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,24,-1,[4785 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4785 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4802 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4821 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5499,[4840 4821],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4840 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4840 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4821],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4857 4876],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4662],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4679],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4696],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4713],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4732],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4751],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4768],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4785],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4802],-1,TIMEX3TimexLinkLink
ES100284.xml,24,5505,[4876 4821],CONTAINS,EVENTTLINKLink
ES100284.xml,24,-1,[4876 4840],-1,TIMEX3TimexLinkLink
ES100284.xml,24,-1,[4876 4857],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4893 4910],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4893 4929],-1,TIMEX3TimexLinkLink
ES100284.xml,29,5611,[4893 4946],CONTAINS,EVENTTLINKLink
ES100284.xml,29,-1,[4910 4893],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4910 4929],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4910 4946],-1,TIMEX3TimexLinkLink
ES100284.xml,29,5511,[4929 4893],CONTAINS,EVENTTLINKLink
ES100284.xml,29,-1,[4929 4910],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4929 4946],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4946 4893],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4946 4910],-1,TIMEX3TimexLinkLink
ES100284.xml,29,-1,[4946 4929],-1,TIMEX3TimexLinkLink
ES100284.xml,34,5624,[4971 4988],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,34,-1,[4971 5007],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4971 5026],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4971 5043],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4988 4971],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4988 5007],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4988 5026],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[4988 5043],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5007 4971],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5007 4988],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5007 5026],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5007 5043],-1,TIMEX3TimexLinkLink
ES100284.xml,34,5523,[5026 4971],CONTAINS,EVENTTLINKLink
ES100284.xml,34,-1,[5026 4988],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5026 5007],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5026 5043],-1,TIMEX3TimexLinkLink
ES100284.xml,34,5529,[5043 4971],CONTAINS,EVENTTLINKLink
ES100284.xml,34,-1,[5043 4988],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5043 5007],-1,TIMEX3TimexLinkLink
ES100284.xml,34,-1,[5043 5026],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5060 5077],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5060 5096],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5060 5113],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5060 5132],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5060 5149],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5077 5060],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5077 5096],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5077 5113],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5077 5132],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5077 5149],-1,TIMEX3TimexLinkLink
ES100284.xml,39,5535,[5096 5060],CONTAINS,EVENTTLINKLink
ES100284.xml,39,-1,[5096 5077],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5096 5113],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5096 5132],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5096 5149],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5113 5060],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5113 5077],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5113 5096],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5113 5132],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5113 5149],-1,TIMEX3TimexLinkLink
ES100284.xml,39,5541,[5132 5060],CONTAINS,EVENTTLINKLink
ES100284.xml,39,-1,[5132 5077],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5132 5096],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5132 5113],-1,TIMEX3TimexLinkLink
ES100284.xml,39,5544,[5132 5149],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,39,-1,[5149 5060],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5149 5077],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5149 5096],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5149 5113],-1,TIMEX3TimexLinkLink
ES100284.xml,39,-1,[5149 5132],-1,TIMEX3TimexLinkLink
ES100284.xml,44,-1,[5168 5185],-1,TIMEX3TimexLinkLink
ES100284.xml,44,-1,[5168 5204],-1,TIMEX3TimexLinkLink
ES100284.xml,44,-1,[5185 5168],-1,TIMEX3TimexLinkLink
ES100284.xml,44,-1,[5185 5204],-1,TIMEX3TimexLinkLink
ES100284.xml,44,5551,[5204 5168],CONTAINS,EVENTTLINKLink
ES100284.xml,44,-1,[5204 5185],-1,TIMEX3TimexLinkLink
ES100284.xml,49,5646,[5221 5238],SIMULTANEOUS,EVENTTLINKLink
ES100284.xml,49,-1,[5221 5257],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5221 5276],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5221 4469],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5238 5221],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5238 5257],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5238 5276],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5238 4469],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5257 5221],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5257 5238],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5257 5276],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5257 4469],-1,TIMEX3TimexLinkLink
ES100284.xml,49,5563,[5276 5221],CONTAINS,EVENTTLINKLink
ES100284.xml,49,-1,[5276 5238],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5276 5257],-1,TIMEX3TimexLinkLink
ES100284.xml,49,-1,[5276 4469],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5293 5310],-1,TIMEX3TimexLinkLink
ES100284.xml,54,5581,[5293 5327],OVERLAP,EVENTTLINKLink
ES100284.xml,54,-1,[5293 5344],-1,TIMEX3TimexLinkLink
ES100284.xml,54,5584,[5293 5361],OVERLAP,EVENTTLINKLink
ES100284.xml,54,-1,[5293 5380],-1,TIMEX3TimexLinkLink
ES100284.xml,54,5569,[5310 5293],CONTAINS,EVENTTLINKLink
ES100284.xml,54,-1,[5310 5327],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5310 5344],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5310 5361],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5310 5380],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5327 5293],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5327 5310],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5327 5344],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5327 5361],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5327 5380],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5344 5293],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5344 5310],-1,TIMEX3TimexLinkLink
ES100284.xml,54,5575,[5344 5327],ENDS-ON,EVENTTLINKLink
ES100284.xml,54,-1,[5344 5361],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5344 5380],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5361 5293],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5361 5310],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5361 5327],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5361 5344],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5361 5380],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5380 5293],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5380 5310],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5380 5327],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5380 5344],-1,TIMEX3TimexLinkLink
ES100284.xml,54,-1,[5380 5361],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8332 8349],-1,TIMEX3TimexLinkLink
ES100736.xml,19,10384,[8332 8366],BEFORE,EVENTTLINKLink
ES100736.xml,19,-1,[8332 8383],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8332 8400],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8332 8062],-1,TIMEX3TimexLinkLink
ES100736.xml,19,9993,[8349 8332],CONTAINS,EVENTTLINKLink
ES100736.xml,19,-1,[8349 8366],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8349 8383],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8349 8400],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8349 8062],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8366 8332],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8366 8349],-1,TIMEX3TimexLinkLink
ES100736.xml,19,9999,[8366 8383],BEFORE,EVENTTLINKLink
ES100736.xml,19,-1,[8366 8400],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8366 8062],-1,TIMEX3TimexLinkLink
ES100736.xml,19,-1,[8383 8332],-1,TIMEX3TimexLinkLink
