file,id_sentence,sentence_begin,sentence_end,link,pairs_events
ES100278.xml,119,3097,3158,EVENTTLINKLink,"[['9098', '9117'], ['9117', '9098']]"
ES100791.xml,19,0,152,EVENTTLINKLink,"[['869', '886'], ['869', '903'], ['869', '922'], ['869', '860'], ['886', '869'], ['886', '903'], ['886', '922'], ['886', '860'], ['903', '869'], ['903', '886'], ['903', '922'], ['903', '860'], ['922', '869'], ['922', '886'], ['922', '903'], ['922', '860']]"
ES100791.xml,24,153,234,EVENTTLINKLink,"[['941', '958'], ['941', '992'], ['941', '975'], ['958', '941'], ['958', '992'], ['958', '975'], ['992', '941'], ['992', '958'], ['992', '975'], ['975', '941'], ['975', '958'], ['975', '992']]"
ES100791.xml,29,235,307,EVENTTLINKLink,"[['1011', '1028'], ['1011', '1045'], ['1011', '1064'], ['1028', '1011'], ['1028', '1045'], ['1028', '1064'], ['1045', '1011'], ['1045', '1028'], ['1045', '1064'], ['1064', '1011'], ['1064', '1028'], ['1064', '1045']]"
ES100578.xml,19,0,262,EVENTTLINKLink,"[['4913', '4930'], ['4913', '4949'], ['4913', '4966'], ['4913', '4985'], ['4913', '5002'], ['4913', '5019'], ['4913', '5038'], ['4913', '5057'], ['4930', '4913'], ['4930', '4949'], ['4930', '4966'], ['4930', '4985'], ['4930', '5002'], ['4930', '5019'], ['4930', '5038'], ['4930', '5057'], ['4949', '4913'], ['4949', '4930'], ['4949', '4966'], ['4949', '4985'], ['4949', '5002'], ['4949', '5019'], ['4949', '5038'], ['4949', '5057'], ['4966', '4913'], ['4966', '4930'], ['4966', '4949'], ['4966', '4985'], ['4966', '5002'], ['4966', '5019'], ['4966', '5038'], ['4966', '5057'], ['4985', '4913'], ['4985', '4930'], ['4985', '4949'], ['4985', '4966'], ['4985', '5002'], ['4985', '5019'], ['4985', '5038'], ['4985', '5057'], ['5002', '4913'], ['5002', '4930'], ['5002', '4949'], ['5002', '4966'], ['5002', '4985'], ['5002', '5019'], ['5002', '5038'], ['5002', '5057'], ['5019', '4913'], ['5019', '4930'], ['5019', '4949'], ['5019', '4966'], ['5019', '4985'], ['5019', '5002'], ['5019', '5038'], ['5019', '5057'], ['5038', '4913'], ['5038', '4930'], ['5038', '4949'], ['5038', '4966'], ['5038', '4985'], ['5038', '5002'], ['5038', '5019'], ['5038', '5057'], ['5057', '4913'], ['5057', '4930'], ['5057', '4949'], ['5057', '4966'], ['5057', '4985'], ['5057', '5002'], ['5057', '5019'], ['5057', '5038']]"
ES100578.xml,24,263,368,EVENTTLINKLink,"[['5074', '5091'], ['5074', '5108'], ['5091', '5074'], ['5091', '5108'], ['5108', '5074'], ['5108', '5091']]"
ES100578.xml,29,369,630,EVENTTLINKLink,"[['5125', '5142'], ['5125', '5161'], ['5125', '5180'], ['5125', '5199'], ['5125', '5218'], ['5125', '5237'], ['5125', '5256'], ['5125', '5275'], ['5125', '5294'], ['5125', '5313'], ['5125', '5332'], ['5125', '5351'], ['5125', '5370'], ['5125', '5389'], ['5142', '5125'], ['5142', '5161'], ['5142', '5180'], ['5142', '5199'], ['5142', '5218'], ['5142', '5237'], ['5142', '5256'], ['5142', '5275'], ['5142', '5294'], ['5142', '5313'], ['5142', '5332'], ['5142', '5351'], ['5142', '5370'], ['5142', '5389'], ['5161', '5125'], ['5161', '5142'], ['5161', '5180'], ['5161', '5199'], ['5161', '5218'], ['5161', '5237'], ['5161', '5256'], ['5161', '5275'], ['5161', '5294'], ['5161', '5313'], ['5161', '5332'], ['5161', '5351'], ['5161', '5370'], ['5161', '5389'], ['5180', '5125'], ['5180', '5142'], ['5180', '5161'], ['5180', '5199'], ['5180', '5218'], ['5180', '5237'], ['5180', '5256'], ['5180', '5275'], ['5180', '5294'], ['5180', '5313'], ['5180', '5332'], ['5180', '5351'], ['5180', '5370'], ['5180', '5389'], ['5199', '5125'], ['5199', '5142'], ['5199', '5161'], ['5199', '5180'], ['5199', '5218'], ['5199', '5237'], ['5199', '5256'], ['5199', '5275'], ['5199', '5294'], ['5199', '5313'], ['5199', '5332'], ['5199', '5351'], ['5199', '5370'], ['5199', '5389'], ['5218', '5125'], ['5218', '5142'], ['5218', '5161'], ['5218', '5180'], ['5218', '5199'], ['5218', '5237'], ['5218', '5256'], ['5218', '5275'], ['5218', '5294'], ['5218', '5313'], ['5218', '5332'], ['5218', '5351'], ['5218', '5370'], ['5218', '5389'], ['5237', '5125'], ['5237', '5142'], ['5237', '5161'], ['5237', '5180'], ['5237', '5199'], ['5237', '5218'], ['5237', '5256'], ['5237', '5275'], ['5237', '5294'], ['5237', '5313'], ['5237', '5332'], ['5237', '5351'], ['5237', '5370'], ['5237', '5389'], ['5256', '5125'], ['5256', '5142'], ['5256', '5161'], ['5256', '5180'], ['5256', '5199'], ['5256', '5218'], ['5256', '5237'], ['5256', '5275'], ['5256', '5294'], ['5256', '5313'], ['5256', '5332'], ['5256', '5351'], ['5256', '5370'], ['5256', '5389'], ['5275', '5125'], ['5275', '5142'], ['5275', '5161'], ['5275', '5180'], ['5275', '5199'], ['5275', '5218'], ['5275', '5237'], ['5275', '5256'], ['5275', '5294'], ['5275', '5313'], ['5275', '5332'], ['5275', '5351'], ['5275', '5370'], ['5275', '5389'], ['5294', '5125'], ['5294', '5142'], ['5294', '5161'], ['5294', '5180'], ['5294', '5199'], ['5294', '5218'], ['5294', '5237'], ['5294', '5256'], ['5294', '5275'], ['5294', '5313'], ['5294', '5332'], ['5294', '5351'], ['5294', '5370'], ['5294', '5389'], ['5313', '5125'], ['5313', '5142'], ['5313', '5161'], ['5313', '5180'], ['5313', '5199'], ['5313', '5218'], ['5313', '5237'], ['5313', '5256'], ['5313', '5275'], ['5313', '5294'], ['5313', '5332'], ['5313', '5351'], ['5313', '5370'], ['5313', '5389'], ['5332', '5125'], ['5332', '5142'], ['5332', '5161'], ['5332', '5180'], ['5332', '5199'], ['5332', '5218'], ['5332', '5237'], ['5332', '5256'], ['5332', '5275'], ['5332', '5294'], ['5332', '5313'], ['5332', '5351'], ['5332', '5370'], ['5332', '5389'], ['5351', '5125'], ['5351', '5142'], ['5351', '5161'], ['5351', '5180'], ['5351', '5199'], ['5351', '5218'], ['5351', '5237'], ['5351', '5256'], ['5351', '5275'], ['5351', '5294'], ['5351', '5313'], ['5351', '5332'], ['5351', '5370'], ['5351', '5389'], ['5370', '5125'], ['5370', '5142'], ['5370', '5161'], ['5370', '5180'], ['5370', '5199'], ['5370', '5218'], ['5370', '5237'], ['5370', '5256'], ['5370', '5275'], ['5370', '5294'], ['5370', '5313'], ['5370', '5332'], ['5370', '5351'], ['5370', '5389'], ['5389', '5125'], ['5389', '5142'], ['5389', '5161'], ['5389', '5180'], ['5389', '5199'], ['5389', '5218'], ['5389', '5237'], ['5389', '5256'], ['5389', '5275'], ['5389', '5294'], ['5389', '5313'], ['5389', '5332'], ['5389', '5351'], ['5389', '5370']]"
ES100578.xml,34,631,729,EVENTTLINKLink,"[['5408', '5444'], ['5408', '5427'], ['5444', '5408'], ['5444', '5427'], ['5427', '5408'], ['5427', '5444']]"
ES100578.xml,49,771,882,EVENTTLINKLink,"[['5461', '5478'], ['5461', '5495'], ['5461', '5512'], ['5461', '5531'], ['5478', '5461'], ['5478', '5495'], ['5478', '5512'], ['5478', '5531'], ['5495', '5461'], ['5495', '5478'], ['5495', '5512'], ['5495', '5531'], ['5512', '5461'], ['5512', '5478'], ['5512', '5495'], ['5512', '5531'], ['5531', '5461'], ['5531', '5478'], ['5531', '5495'], ['5531', '5512']]"
ES100578.xml,54,884,1050,EVENTTLINKLink,"[['5548', '5565'], ['5548', '5582'], ['5548', '5601'], ['5548', '5618'], ['5548', '4845'], ['5565', '5548'], ['5565', '5582'], ['5565', '5601'], ['5565', '5618'], ['5565', '4845'], ['5582', '5548'], ['5582', '5565'], ['5582', '5601'], ['5582', '5618'], ['5582', '4845'], ['5601', '5548'], ['5601', '5565'], ['5601', '5582'], ['5601', '5618'], ['5601', '4845'], ['5618', '5548'], ['5618', '5565'], ['5618', '5582'], ['5618', '5601'], ['5618', '4845']]"
ES100578.xml,59,1052,1155,EVENTTLINKLink,"[['5640', '5657'], ['5640', '5676'], ['5640', '5693'], ['5657', '5640'], ['5657', '5676'], ['5657', '5693'], ['5676', '5640'], ['5676', '5657'], ['5676', '5693'], ['5693', '5640'], ['5693', '5657'], ['5693', '5676']]"
ES100578.xml,64,1156,1446,EVENTTLINKLink,"[['5710', '5727'], ['5710', '5744'], ['5710', '5763'], ['5710', '5782'], ['5710', '5801'], ['5710', '5820'], ['5710', '5837'], ['5710', '5856'], ['5710', '5875'], ['5727', '5710'], ['5727', '5744'], ['5727', '5763'], ['5727', '5782'], ['5727', '5801'], ['5727', '5820'], ['5727', '5837'], ['5727', '5856'], ['5727', '5875'], ['5744', '5710'], ['5744', '5727'], ['5744', '5763'], ['5744', '5782'], ['5744', '5801'], ['5744', '5820'], ['5744', '5837'], ['5744', '5856'], ['5744', '5875'], ['5763', '5710'], ['5763', '5727'], ['5763', '5744'], ['5763', '5782'], ['5763', '5801'], ['5763', '5820'], ['5763', '5837'], ['5763', '5856'], ['5763', '5875'], ['5782', '5710'], ['5782', '5727'], ['5782', '5744'], ['5782', '5763'], ['5782', '5801'], ['5782', '5820'], ['5782', '5837'], ['5782', '5856'], ['5782', '5875'], ['5801', '5710'], ['5801', '5727'], ['5801', '5744'], ['5801', '5763'], ['5801', '5782'], ['5801', '5820'], ['5801', '5837'], ['5801', '5856'], ['5801', '5875'], ['5820', '5710'], ['5820', '5727'], ['5820', '5744'], ['5820', '5763'], ['5820', '5782'], ['5820', '5801'], ['5820', '5837'], ['5820', '5856'], ['5820', '5875'], ['5837', '5710'], ['5837', '5727'], ['5837', '5744'], ['5837', '5763'], ['5837', '5782'], ['5837', '5801'], ['5837', '5820'], ['5837', '5856'], ['5837', '5875'], ['5856', '5710'], ['5856', '5727'], ['5856', '5744'], ['5856', '5763'], ['5856', '5782'], ['5856', '5801'], ['5856', '5820'], ['5856', '5837'], ['5856', '5875'], ['5875', '5710'], ['5875', '5727'], ['5875', '5744'], ['5875', '5763'], ['5875', '5782'], ['5875', '5801'], ['5875', '5820'], ['5875', '5837'], ['5875', '5856']]"
ES100578.xml,69,1447,1520,EVENTTLINKLink,"[['5892', '5909'], ['5909', '5892']]"
ES100578.xml,74,1522,1695,EVENTTLINKLink,"[['5926', '5943'], ['5926', '5960'], ['5926', '5979'], ['5926', '5998'], ['5926', '6017'], ['5943', '5926'], ['5943', '5960'], ['5943', '5979'], ['5943', '5998'], ['5943', '6017'], ['5960', '5926'], ['5960', '5943'], ['5960', '5979'], ['5960', '5998'], ['5960', '6017'], ['5979', '5926'], ['5979', '5943'], ['5979', '5960'], ['5979', '5998'], ['5979', '6017'], ['5998', '5926'], ['5998', '5943'], ['5998', '5960'], ['5998', '5979'], ['5998', '6017']]"
ES100578.xml,79,1696,1914,EVENTTLINKLink,"[['6028', '6045'], ['6028', '6062'], ['6028', '6081'], ['6028', '6098'], ['6028', '6117'], ['6028', '6140'], ['6028', '6163'], ['6028', '6180'], ['6028', '4904'], ['6045', '6028'], ['6045', '6062'], ['6045', '6081'], ['6045', '6098'], ['6045', '6117'], ['6045', '6140'], ['6045', '6163'], ['6045', '6180'], ['6045', '4904'], ['6062', '6028'], ['6062', '6045'], ['6062', '6081'], ['6062', '6098'], ['6062', '6117'], ['6062', '6140'], ['6062', '6163'], ['6062', '6180'], ['6062', '4904'], ['6081', '6028'], ['6081', '6045'], ['6081', '6062'], ['6081', '6098'], ['6081', '6117'], ['6081', '6140'], ['6081', '6163'], ['6081', '6180'], ['6081', '4904'], ['6098', '6028'], ['6098', '6045'], ['6098', '6062'], ['6098', '6081'], ['6098', '6117'], ['6098', '6140'], ['6098', '6163'], ['6098', '6180'], ['6098', '4904'], ['6117', '6028'], ['6117', '6045'], ['6117', '6062'], ['6117', '6081'], ['6117', '6098'], ['6117', '6140'], ['6117', '6163'], ['6117', '6180'], ['6117', '4904'], ['6140', '6028'], ['6140', '6045'], ['6140', '6062'], ['6140', '6081'], ['6140', '6098'], ['6140', '6117'], ['6140', '6163'], ['6140', '6180'], ['6140', '4904'], ['6163', '6028'], ['6163', '6045'], ['6163', '6062'], ['6163', '6081'], ['6163', '6098'], ['6163', '6117'], ['6163', '6140'], ['6163', '6180'], ['6163', '4904'], ['6180', '6028'], ['6180', '6045'], ['6180', '6062'], ['6180', '6081'], ['6180', '6098'], ['6180', '6117'], ['6180', '6140'], ['6180', '6163'], ['6180', '4904']]"
ES100587.xml,29,24,83,EVENTTLINKLink,"[['1743', '1760'], ['1760', '1743']]"
ES100587.xml,39,104,127,EVENTTLINKLink,"[['1779', '1796'], ['1779', '1813'], ['1796', '1779'], ['1796', '1813'], ['1813', '1779'], ['1813', '1796']]"
ES100587.xml,44,128,198,EVENTTLINKLink,"[['1832', '1870'], ['1832', '1851'], ['1870', '1832'], ['1870', '1851'], ['1851', '1832'], ['1851', '1870']]"
ES100587.xml,54,213,238,EVENTTLINKLink,"[['1887', '1904'], ['1904', '1887']]"
ES100587.xml,59,239,310,EVENTTLINKLink,"[['1933', '1950'], ['1950', '1933']]"
ES100587.xml,69,332,350,EVENTTLINKLink,"[['1969', '1986'], ['1969', '2003'], ['1986', '1969'], ['1986', '2003'], ['2003', '1969'], ['2003', '1986']]"
ES100587.xml,74,351,529,EVENTTLINKLink,"[['2022', '2039'], ['2022', '2058'], ['2022', '2075'], ['2039', '2022'], ['2039', '2058'], ['2039', '2075'], ['2058', '2022'], ['2058', '2039'], ['2058', '2075'], ['2075', '2022'], ['2075', '2039'], ['2075', '2058']]"
ES100587.xml,79,530,602,EVENTTLINKLink,"[['2092', '2111'], ['2092', '1734'], ['2111', '2092'], ['2111', '1734']]"
ES100182.xml,19,0,213,EVENTTLINKLink,"[['1855', '1872'], ['1855', '1889'], ['1855', '1906'], ['1855', '1923'], ['1855', '1940'], ['1872', '1855'], ['1872', '1889'], ['1872', '1906'], ['1872', '1923'], ['1872', '1940'], ['1889', '1855'], ['1889', '1872'], ['1889', '1906'], ['1889', '1923'], ['1889', '1940'], ['1906', '1855'], ['1906', '1872'], ['1906', '1889'], ['1906', '1923'], ['1906', '1940'], ['1923', '1855'], ['1923', '1872'], ['1923', '1889'], ['1923', '1906'], ['1923', '1940'], ['1940', '1855'], ['1940', '1872'], ['1940', '1889'], ['1940', '1906'], ['1940', '1923']]"
ES100182.xml,24,214,421,EVENTTLINKLink,"[['1957', '1974'], ['1957', '1993'], ['1957', '2012'], ['1957', '2031'], ['1957', '2048'], ['1974', '1957'], ['1974', '1993'], ['1974', '2012'], ['1974', '2031'], ['1974', '2048'], ['1993', '1957'], ['1993', '1974'], ['1993', '2012'], ['1993', '2031'], ['1993', '2048'], ['2012', '1957'], ['2012', '1974'], ['2012', '1993'], ['2012', '2031'], ['2012', '2048'], ['2031', '1957'], ['2031', '1974'], ['2031', '1993'], ['2031', '2012'], ['2031', '2048'], ['2048', '1957'], ['2048', '1974'], ['2048', '1993'], ['2048', '2012'], ['2048', '2031']]"
ES100182.xml,29,422,511,EVENTTLINKLink,"[['2067', '2084'], ['2067', '2103'], ['2084', '2067'], ['2084', '2103'], ['2103', '2067'], ['2103', '2084']]"
ES100182.xml,34,512,670,EVENTTLINKLink,"[['2120', '2137'], ['2120', '2154'], ['2120', '2173'], ['2120', '2190'], ['2137', '2120'], ['2137', '2154'], ['2137', '2173'], ['2137', '2190'], ['2154', '2120'], ['2154', '2137'], ['2154', '2173'], ['2154', '2190'], ['2173', '2120'], ['2173', '2137'], ['2173', '2154'], ['2173', '2190'], ['2190', '2120'], ['2190', '2137'], ['2190', '2154'], ['2190', '2173']]"
ES100182.xml,39,671,807,EVENTTLINKLink,"[['2209', '2226'], ['2209', '2245'], ['2209', '2264'], ['2226', '2209'], ['2226', '2245'], ['2226', '2264'], ['2245', '2209'], ['2245', '2226'], ['2245', '2264'], ['2264', '2209'], ['2264', '2226'], ['2264', '2245']]"
ES100633.xml,19,0,98,EVENTTLINKLink,"[['1823', '1840'], ['1823', '1857'], ['1823', '1874'], ['1823', '1778'], ['1840', '1823'], ['1840', '1857'], ['1840', '1874'], ['1840', '1778'], ['1857', '1823'], ['1857', '1840'], ['1857', '1874'], ['1857', '1778'], ['1874', '1823'], ['1874', '1840'], ['1874', '1857'], ['1874', '1778']]"
ES100633.xml,24,99,261,EVENTTLINKLink,"[['1893', '1910'], ['1893', '1929'], ['1893', '1948'], ['1893', '1965'], ['1910', '1893'], ['1910', '1929'], ['1910', '1948'], ['1910', '1965'], ['1929', '1893'], ['1929', '1910'], ['1929', '1948'], ['1929', '1965'], ['1948', '1893'], ['1948', '1910'], ['1948', '1929'], ['1948', '1965'], ['1965', '1893'], ['1965', '1910'], ['1965', '1929'], ['1965', '1948']]"
ES100633.xml,29,262,440,EVENTTLINKLink,"[['1984', '2001'], ['1984', '2020'], ['1984', '2037'], ['1984', '2054'], ['1984', '2073'], ['2001', '1984'], ['2001', '2020'], ['2001', '2037'], ['2001', '2054'], ['2001', '2073'], ['2020', '1984'], ['2020', '2001'], ['2020', '2037'], ['2020', '2054'], ['2020', '2073'], ['2037', '1984'], ['2037', '2001'], ['2037', '2020'], ['2037', '2054'], ['2037', '2073'], ['2054', '1984'], ['2054', '2001'], ['2054', '2020'], ['2054', '2037'], ['2054', '2073'], ['2073', '1984'], ['2073', '2001'], ['2073', '2020'], ['2073', '2037'], ['2073', '2054']]"
ES100633.xml,34,441,595,EVENTTLINKLink,"[['2090', '2107'], ['2090', '1793'], ['2107', '2090'], ['2107', '1793']]"
ES100633.xml,44,666,740,EVENTTLINKLink,"[['2126', '2143'], ['2126', '2162'], ['2126', '2181'], ['2126', '2200'], ['2126', '1814'], ['2143', '2126'], ['2143', '2162'], ['2143', '2181'], ['2143', '2200'], ['2143', '1814'], ['2162', '2126'], ['2162', '2143'], ['2162', '2181'], ['2162', '2200'], ['2162', '1814'], ['2181', '2126'], ['2181', '2143'], ['2181', '2162'], ['2181', '2200'], ['2181', '1814'], ['2200', '2126'], ['2200', '2143'], ['2200', '2162'], ['2200', '2181'], ['2200', '1814']]"
ES100631.xml,19,0,174,EVENTTLINKLink,"[['7747', '7766'], ['7747', '7785'], ['7747', '7804'], ['7747', '7523'], ['7766', '7747'], ['7766', '7785'], ['7766', '7804'], ['7766', '7523'], ['7785', '7747'], ['7785', '7766'], ['7785', '7804'], ['7785', '7523'], ['7804', '7747'], ['7804', '7766'], ['7804', '7785'], ['7804', '7523']]"
ES100631.xml,24,175,311,EVENTTLINKLink,"[['7823', '7878'], ['7823', '7840'], ['7823', '7859'], ['7878', '7823'], ['7878', '7840'], ['7878', '7859'], ['7840', '7823'], ['7840', '7878'], ['7840', '7859'], ['7859', '7823'], ['7859', '7878'], ['7859', '7840']]"
ES100631.xml,29,312,452,EVENTTLINKLink,"[['7897', '8064'], ['7897', '7914'], ['7897', '7933'], ['7897', '7952'], ['7897', '7971'], ['7897', '7990'], ['7897', '8009'], ['8064', '7897'], ['8064', '7914'], ['8064', '7933'], ['8064', '7952'], ['8064', '7971'], ['8064', '7990'], ['8064', '8009'], ['7914', '7897'], ['7914', '8064'], ['7914', '7933'], ['7914', '7952'], ['7914', '7971'], ['7914', '7990'], ['7914', '8009'], ['7933', '7897'], ['7933', '8064'], ['7933', '7914'], ['7933', '7952'], ['7933', '7971'], ['7933', '7990'], ['7933', '8009'], ['7952', '7897'], ['7952', '8064'], ['7952', '7914'], ['7952', '7933'], ['7952', '7971'], ['7952', '7990'], ['7952', '8009'], ['7971', '7897'], ['7971', '8064'], ['7971', '7914'], ['7971', '7933'], ['7971', '7952'], ['7971', '7990'], ['7971', '8009'], ['7990', '7897'], ['7990', '8064'], ['7990', '7914'], ['7990', '7933'], ['7990', '7952'], ['7990', '7971'], ['7990', '8009'], ['8009', '7897'], ['8009', '8064'], ['8009', '7914'], ['8009', '7933'], ['8009', '7952'], ['8009', '7971'], ['8009', '7990']]"
ES100631.xml,34,453,502,EVENTTLINKLink,"[['8028', '8045'], ['8045', '8028']]"
ES100631.xml,39,503,609,EVENTTLINKLink,"[['8083', '8100'], ['8083', '8119'], ['8100', '8083'], ['8100', '8119'], ['8119', '8083'], ['8119', '8100']]"
ES100631.xml,49,647,919,EVENTTLINKLink,"[['8138', '8155'], ['8138', '8172'], ['8155', '8138'], ['8155', '8172'], ['8172', '8138'], ['8172', '8155']]"
ES100631.xml,54,920,1158,EVENTTLINKLink,"[['8191', '8261'], ['8191', '8208'], ['8191', '8225'], ['8191', '8244'], ['8191', '8280'], ['8261', '8191'], ['8261', '8208'], ['8261', '8225'], ['8261', '8244'], ['8261', '8280'], ['8208', '8191'], ['8208', '8261'], ['8208', '8225'], ['8208', '8244'], ['8208', '8280'], ['8225', '8191'], ['8225', '8261'], ['8225', '8208'], ['8225', '8244'], ['8225', '8280'], ['8244', '8191'], ['8244', '8261'], ['8244', '8208'], ['8244', '8225'], ['8244', '8280'], ['8280', '8191'], ['8280', '8261'], ['8280', '8208'], ['8280', '8225'], ['8280', '8244']]"
ES100631.xml,59,1159,1611,EVENTTLINKLink,"[['8297', '8331'], ['8297', '8314'], ['8297', '8350'], ['8297', '8373'], ['8297', '8392'], ['8297', '8409'], ['8297', '8426'], ['8331', '8297'], ['8331', '8314'], ['8331', '8350'], ['8331', '8373'], ['8331', '8392'], ['8331', '8409'], ['8331', '8426'], ['8314', '8297'], ['8314', '8331'], ['8314', '8350'], ['8314', '8373'], ['8314', '8392'], ['8314', '8409'], ['8314', '8426'], ['8350', '8297'], ['8350', '8331'], ['8350', '8314'], ['8350', '8373'], ['8350', '8392'], ['8350', '8409'], ['8350', '8426'], ['8373', '8297'], ['8373', '8331'], ['8373', '8314'], ['8373', '8350'], ['8373', '8392'], ['8373', '8409'], ['8373', '8426'], ['8392', '8297'], ['8392', '8331'], ['8392', '8314'], ['8392', '8350'], ['8392', '8373'], ['8392', '8409'], ['8392', '8426'], ['8409', '8297'], ['8409', '8331'], ['8409', '8314'], ['8409', '8350'], ['8409', '8373'], ['8409', '8392'], ['8409', '8426'], ['8426', '8297'], ['8426', '8331'], ['8426', '8314'], ['8426', '8350'], ['8426', '8373'], ['8426', '8392'], ['8426', '8409']]"
ES100631.xml,64,1612,1816,EVENTTLINKLink,"[['8443', '8460'], ['8443', '8477'], ['8443', '8494'], ['8443', '8513'], ['8443', '8532'], ['8443', '8549'], ['8460', '8443'], ['8460', '8477'], ['8460', '8494'], ['8460', '8513'], ['8460', '8532'], ['8460', '8549'], ['8477', '8443'], ['8477', '8460'], ['8477', '8494'], ['8477', '8513'], ['8477', '8532'], ['8477', '8549'], ['8494', '8443'], ['8494', '8460'], ['8494', '8477'], ['8494', '8513'], ['8494', '8532'], ['8494', '8549'], ['8513', '8443'], ['8513', '8460'], ['8513', '8477'], ['8513', '8494'], ['8513', '8532'], ['8513', '8549'], ['8532', '8443'], ['8532', '8460'], ['8532', '8477'], ['8532', '8494'], ['8532', '8513'], ['8532', '8549'], ['8549', '8443'], ['8549', '8460'], ['8549', '8477'], ['8549', '8494'], ['8549', '8513'], ['8549', '8532']]"
ES100631.xml,69,1817,2011,EVENTTLINKLink,"[['8566', '8583'], ['8566', '8602'], ['8566', '8619'], ['8566', '8638'], ['8583', '8566'], ['8583', '8602'], ['8583', '8619'], ['8583', '8638'], ['8602', '8566'], ['8602', '8583'], ['8602', '8619'], ['8602', '8638'], ['8619', '8566'], ['8619', '8583'], ['8619', '8602'], ['8619', '8638'], ['8638', '8566'], ['8638', '8583'], ['8638', '8602'], ['8638', '8619']]"
ES100631.xml,74,2012,2356,EVENTTLINKLink,"[['8657', '8674'], ['8657', '8691'], ['8657', '8708'], ['8657', '8727'], ['8657', '8746'], ['8657', '8763'], ['8657', '8780'], ['8657', '8799'], ['8674', '8657'], ['8674', '8691'], ['8674', '8708'], ['8674', '8727'], ['8674', '8746'], ['8674', '8763'], ['8674', '8780'], ['8674', '8799'], ['8691', '8657'], ['8691', '8674'], ['8691', '8708'], ['8691', '8727'], ['8691', '8746'], ['8691', '8763'], ['8691', '8780'], ['8691', '8799'], ['8708', '8657'], ['8708', '8674'], ['8708', '8691'], ['8708', '8727'], ['8708', '8746'], ['8708', '8763'], ['8708', '8780'], ['8708', '8799'], ['8727', '8657'], ['8727', '8674'], ['8727', '8691'], ['8727', '8708'], ['8727', '8746'], ['8727', '8763'], ['8727', '8780'], ['8727', '8799'], ['8746', '8657'], ['8746', '8674'], ['8746', '8691'], ['8746', '8708'], ['8746', '8727'], ['8746', '8763'], ['8746', '8780'], ['8746', '8799'], ['8763', '8657'], ['8763', '8674'], ['8763', '8691'], ['8763', '8708'], ['8763', '8727'], ['8763', '8746'], ['8763', '8780'], ['8763', '8799'], ['8780', '8657'], ['8780', '8674'], ['8780', '8691'], ['8780', '8708'], ['8780', '8727'], ['8780', '8746'], ['8780', '8763'], ['8780', '8799'], ['8799', '8657'], ['8799', '8674'], ['8799', '8691'], ['8799', '8708'], ['8799', '8727'], ['8799', '8746'], ['8799', '8763'], ['8799', '8780']]"
ES100631.xml,79,2357,2470,EVENTTLINKLink,"[['8818', '8833'], ['8818', '8850'], ['8818', '8869'], ['8833', '8818'], ['8833', '8850'], ['8833', '8869'], ['8850', '8818'], ['8850', '8833'], ['8850', '8869'], ['8869', '8818'], ['8869', '8833'], ['8869', '8850']]"
ES100631.xml,84,2471,2836,EVENTTLINKLink,"[['8886', '8903'], ['8886', '8920'], ['8886', '8937'], ['8886', '8956'], ['8886', '8973'], ['8886', '8990'], ['8886', '9009'], ['8886', '9026'], ['8886', '9043'], ['8886', '7541'], ['8886', '7550'], ['8903', '8886'], ['8903', '8920'], ['8903', '8937'], ['8903', '8956'], ['8903', '8973'], ['8903', '8990'], ['8903', '9009'], ['8903', '9026'], ['8903', '9043'], ['8903', '7541'], ['8903', '7550'], ['8920', '8886'], ['8920', '8903'], ['8920', '8937'], ['8920', '8956'], ['8920', '8973'], ['8920', '8990'], ['8920', '9009'], ['8920', '9026'], ['8920', '9043'], ['8920', '7541'], ['8920', '7550'], ['8937', '8886'], ['8937', '8903'], ['8937', '8920'], ['8937', '8956'], ['8937', '8973'], ['8937', '8990'], ['8937', '9009'], ['8937', '9026'], ['8937', '9043'], ['8937', '7541'], ['8937', '7550'], ['8956', '8886'], ['8956', '8903'], ['8956', '8920'], ['8956', '8937'], ['8956', '8973'], ['8956', '8990'], ['8956', '9009'], ['8956', '9026'], ['8956', '9043'], ['8956', '7541'], ['8956', '7550'], ['8973', '8886'], ['8973', '8903'], ['8973', '8920'], ['8973', '8937'], ['8973', '8956'], ['8973', '8990'], ['8973', '9009'], ['8973', '9026'], ['8973', '9043'], ['8973', '7541'], ['8973', '7550'], ['8990', '8886'], ['8990', '8903'], ['8990', '8920'], ['8990', '8937'], ['8990', '8956'], ['8990', '8973'], ['8990', '9009'], ['8990', '9026'], ['8990', '9043'], ['8990', '7541'], ['8990', '7550'], ['9009', '8886'], ['9009', '8903'], ['9009', '8920'], ['9009', '8937'], ['9009', '8956'], ['9009', '8973'], ['9009', '8990'], ['9009', '9026'], ['9009', '9043'], ['9009', '7541'], ['9009', '7550'], ['9026', '8886'], ['9026', '8903'], ['9026', '8920'], ['9026', '8937'], ['9026', '8956'], ['9026', '8973'], ['9026', '8990'], ['9026', '9009'], ['9026', '9043'], ['9026', '7541'], ['9026', '7550'], ['9043', '8886'], ['9043', '8903'], ['9043', '8920'], ['9043', '8937'], ['9043', '8956'], ['9043', '8973'], ['9043', '8990'], ['9043', '9009'], ['9043', '9026'], ['9043', '7541'], ['9043', '7550']]"
