,file,string,begin,end,type
2584,ES100182.xml,enfisema subcutáneo intenso,167,194,B-Grp_Enfermedad
2585,ES100182.xml,hematuria leve,198,212,B-Grp_Enfermedad
2587,ES100182.xml,fractura cerrada de huesos pelvianos,341,377,B-Grp_Enfermedad
2588,ES100182.xml,esquirla ósea,382,395,B-Grp_Enfermedad
2590,ES100182.xml,lesión vesical,485,499,B-Grp_Enfermedad
2592,ES100182.xml,esquirla ósea,656,669,B-Estructura_Corporal
2595,ES100182.xml,secuelas,750,758,B-Grp_Enfermedad
1982,ES100633.xml,estreñimiento,29,42,B-Grp_Enfermedad
1983,ES100633.xml,dolor,45,50,B-Grp_Enfermedad
1986,ES100633.xml,masa,153,157,B-Grp_Enfermedad
1988,ES100633.xml,tumor de células fusiformes,295,322,B-Grp_Enfermedad
1991,ES100633.xml,recidiva doble,468,482,B-Grp_Enfermedad
1994,ES100633.xml,metástasis,729,739,B-Grp_Enfermedad
2388,ES100631.xml,ictericia mucocutánea,111,132,B-Grp_Enfermedad
2390,ES100631.xml,tuberculosis,226,238,B-Grp_Enfermedad
2391,ES100631.xml,hipercolesterolemia,248,267,B-Grp_Enfermedad
2392,ES100631.xml,tabaquismo leve,295,310,B-Grp_Enfermedad
2405,ES100631.xml,abdominal,943,949,B-Estructura_Corporal
2410,ES100631.xml,lesión,1066,1072,B-Grp_Enfermedad
2413,ES100631.xml,dilatación,1112,1122,B-Grp_Enfermedad
2418,ES100631.xml,afectación,1313,1323,B-Grp_Enfermedad
2423,ES100631.xml,pancreatitis autoinmune,1558,1581,B-Grp_Enfermedad
2424,ES100631.xml,fibrosis retroperitoneal,1586,1610,B-Grp_Enfermedad
2425,ES100631.xml,colestasis,1649,1659,B-Grp_Enfermedad
2426,ES100631.xml,drenaje biliar percutáneo,1685,1710,B-Grp_Enfermedad
2427,ES100631.xml,lesión estenosante,1743,1761,B-Grp_Enfermedad
2429,ES100631.xml,neoplasia pancreática,1794,1815,B-Grp_Enfermedad
2430,ES100631.xml,células malignas,1969,1985,B-Grp_Enfermedad
2431,ES100631.xml,neoplasia,2048,2057,B-Grp_Enfermedad
2432,ES100631.xml,pancreatitis autoinmune,2080,2103,B-Grp_Enfermedad
2433,ES100631.xml,dilatación,2185,2195,B-Grp_Enfermedad
2435,ES100631.xml,estenosis regular,2231,2248,B-Grp_Enfermedad
2436,ES100631.xml,endoprótesis plástica,2334,2355,B-Grp_Enfermedad
2441,ES100631.xml,lesiones,2706,2714,B-Grp_Enfermedad
2445,ES100631.xml,endoprótesis biliar,2957,2976,B-Estructura_Corporal
1232,ES100143.xml,tumoración,94,104,B-Grp_Enfermedad
1235,ES100143.xml,lesión tenía aspecto quístico,267,296,B-Grp_Enfermedad
1237,ES100143.xml,Ureterocele,363,374,B-Grp_Enfermedad
1238,ES100143.xml,duplicidad,414,424,B-Grp_Enfermedad
1239,ES100143.xml,dilatación urinaria,428,447,B-Grp_Enfermedad
1242,ES100143.xml,quiste parauretral,554,572,B-Grp_Enfermedad
1243,ES100143.xml,lesión,648,654,B-Grp_Enfermedad
1244,ES100143.xml,tumoración,747,757,B-Grp_Enfermedad
1967,ES100962.xml,inclusión dentaria,439,457,B-Estructura_Corporal
1975,ES100962.xml,herida,1601,1607,B-Grp_Enfermedad
1977,ES100962.xml,antiinflamatorio,1648,1664,B-Grp_Medicamento
1978,ES100962.xml,Ibuprofeno,1666,1676,B-Grp_Medicamento
1979,ES100962.xml,antibiótico,1726,1737,B-Grp_Medicamento
1980,ES100962.xml,Amoxicilina,1739,1750,B-Grp_Medicamento
1981,ES100962.xml,Ácido clavulánico,1761,1778,B-Grp_Medicamento
2226,ES100552.xml,cefalea,54,61,B-Grp_Enfermedad
2227,ES100552.xml,inestabilidad a la marcha,107,132,B-Grp_Enfermedad
2228,ES100552.xml,migraña,151,158,B-Grp_Enfermedad
2229,ES100552.xml,parálisis facial periférica,160,187,B-Grp_Enfermedad
2230,ES100552.xml,depresión,228,237,B-Grp_Enfermedad
2231,ES100552.xml,dismetría derecha,278,295,B-Grp_Enfermedad
2233,ES100552.xml,secuelas,333,341,B-Grp_Enfermedad
2237,ES100552.xml,lesión,482,488,B-Grp_Enfermedad
2241,ES100552.xml,lesión,692,698,B-Grp_Enfermedad
2244,ES100552.xml,masa era,831,839,B-Grp_Enfermedad
2245,ES100552.xml,hipointensa,854,865,B-Grp_Enfermedad
2247,ES100552.xml,hiperintensa,907,919,B-Grp_Enfermedad
2248,ES100552.xml,hidrocefalia,977,989,B-Grp_Enfermedad
2255,ES100552.xml,Glioblastoma multiforme,1446,1469,B-Grp_Enfermedad
2258,ES100552.xml,necrosis,1528,1536,B-Grp_Enfermedad
2259,ES100552.xml,abscesificación,1539,1554,B-Grp_Enfermedad
2260,ES100552.xml,células tumorales,1560,1577,B-Estructura_Corporal
2261,ES100552.xml,Radioterapia,1680,1692,B-Grp_Medicamento
2263,ES100552.xml,Temozolomida,1797,1809,B-Grp_Medicamento
2266,ES100552.xml,recidiva del tumor,2051,2069,B-Grp_Enfermedad
2611,ES100778.xml,DM tipo II,61,71,B-Grp_Enfermedad
2613,ES100778.xml,complicaciones crónicas,103,126,B-Grp_Enfermedad
2614,ES100778.xml,polineuropatía,132,146,B-Grp_Enfermedad
2615,ES100778.xml,HTA,148,151,B-Grp_Enfermedad
2616,ES100778.xml,obesa,169,174,B-Grp_Enfermedad
2619,ES100778.xml,analgesia,538,547,B-Grp_Medicamento
2623,ES100778.xml,analgesia,1144,1153,B-Grp_Medicamento
2624,ES100778.xml,depresión respiratoria,1168,1190,B-Grp_Enfermedad
2625,ES100778.xml,alteraciones neurológicas,1192,1217,B-Grp_Enfermedad
2626,ES100778.xml,efectos secundarios,1228,1247,B-Grp_Enfermedad
1053,ES100803.xml,SDRC,60,64,B-Grp_Enfermedad
1055,ES100803.xml,traumatismo,102,113,B-Grp_Enfermedad
2570,ES100634.xml,epigastralgias,29,43,B-Grp_Enfermedad
2571,ES100634.xml,síndrome,46,54,B-Grp_Enfermedad
2572,ES100634.xml,masa,111,115,B-Grp_Enfermedad
2574,ES100634.xml,metástasis hepáticas bilobares,171,201,B-Grp_Enfermedad
2576,ES100634.xml,tumor,296,301,B-Grp_Enfermedad
2578,ES100634.xml,recidiva,666,674,B-Grp_Enfermedad
998,ES100797.xml,de peso,47,54,B-Calificador
1000,ES100797.xml,lumbociatalgia,180,194,B-Grp_Enfermedad
1005,ES100797.xml,lumbociatalgia izquierda,472,496,B-Grp_Enfermedad
1006,ES100797.xml,alteraciones del sueño,524,546,B-Grp_Enfermedad
1007,ES100797.xml,disestesias,556,567,B-Grp_Enfermedad
1008,ES100797.xml,cicatriz,585,593,B-Grp_Enfermedad
1009,ES100797.xml,hipoestesia,597,608,B-Grp_Enfermedad
1011,ES100797.xml,resonancia magnética,661,681,B-Grp_Enfermedad
1012,ES100797.xml,cambios postquirúrgicos,714,737,B-Grp_Enfermedad
1014,ES100797.xml,deshidratación discal,769,790,B-Grp_Enfermedad
1016,ES100797.xml,cambios degenerativos,802,823,B-Grp_Enfermedad
1019,ES100797.xml,alteración,984,994,B-Grp_Enfermedad
1021,ES100797.xml,neuropatía,1112,1122,B-Grp_Enfermedad
1024,ES100797.xml,cicatriz disestésica,1374,1394,B-Grp_Enfermedad
1026,ES100797.xml,cicatriz,1484,1492,B-Grp_Enfermedad
815,ES100594.xml,bebedor moderado,69,85,B-Grp_Enfermedad
816,ES100594.xml,EPOC,88,92,B-Grp_Enfermedad
820,ES100594.xml,pérdida de peso progresiva,209,235,B-Grp_Enfermedad
821,ES100594.xml,masa mamelonada,314,329,B-Grp_Enfermedad
824,ES100594.xml,orificio fistuloso,406,424,B-Grp_Enfermedad
829,ES100594.xml,engrosamiento,637,650,B-Grp_Enfermedad
832,ES100594.xml,trayecto fistuloso,795,813,B-Grp_Enfermedad
833,ES100594.xml,afectación mediastínica,828,851,B-Grp_Enfermedad
836,ES100594.xml,estenosis,929,938,B-Grp_Enfermedad
838,ES100594.xml,lesión,1056,1062,B-Grp_Enfermedad
846,ES100594.xml,adenopatía subcarinal,1425,1446,B-Grp_Enfermedad
849,ES100594.xml,cáncer infiltrante,1651,1669,B-Grp_Enfermedad
850,ES100594.xml,adenopatías,1744,1755,B-Grp_Enfermedad
851,ES100594.xml,afectación,1815,1825,B-Grp_Enfermedad
853,ES100594.xml,radioterapia,1949,1961,B-Grp_Medicamento
854,ES100594.xml,metástasis hepáticas,2056,2076,B-Grp_Enfermedad
855,ES100594.xml,quimioterapia,2099,2112,B-Grp_Medicamento
2334,ES100423.xml,pérdida,71,78,B-Grp_Enfermedad
2340,ES100423.xml,Malformación,361,373,B-Grp_Enfermedad
2341,ES100423.xml,cefaleas,460,468,B-Grp_Enfermedad
2343,ES100423.xml,inestabilidad,489,502,B-Grp_Enfermedad
2344,ES100423.xml,mareos,504,510,B-Grp_Enfermedad
2345,ES100423.xml,vómitos,523,530,B-Grp_Enfermedad
2346,ES100423.xml,nistagmus vertical leve,568,591,B-Grp_Enfermedad
2347,ES100423.xml,colitis ulcerosa,747,763,B-Grp_Enfermedad
2348,ES100423.xml,agudeza visual,791,805,B-Estructura_Corporal
2349,ES100423.xml,AV,807,809,B-Estructura_Corporal
2352,ES100423.xml,defecto pupilar,921,936,B-Grp_Enfermedad
2353,ES100423.xml,nistagmus,970,979,B-Grp_Enfermedad
2355,ES100423.xml,hemorragia retrohialoidea premacular,1064,1100,B-Grp_Enfermedad
2360,ES100423.xml,hematoma,1435,1443,B-Grp_Enfermedad
2365,ES100423.xml,AV,1594,1596,B-Estructura_Corporal
2368,ES100423.xml,membrana,1703,1711,B-Estructura_Corporal
2370,ES100423.xml,leve,1827,1831,B-Calificador
2371,ES100423.xml,hemovítreo bilateral,1836,1856,B-Estructura_Corporal
0,ES100569.xml,dolor abdominal,94,109,B-Grp_Enfermedad
4,ES100569.xml,lesión quística hepática,322,346,B-Grp_Enfermedad
5,ES100569.xml,áreas hiperecoicas,395,413,B-Grp_Enfermedad
8,ES100569.xml,lesión quística,648,663,B-Grp_Enfermedad
12,ES100569.xml,quiste hepático ciliado,1031,1054,B-Grp_Enfermedad
1180,ES100030.xml,adenocarcinoma rectal,87,108,B-Grp_Enfermedad
1181,ES100030.xml,aumento del tamaño,144,162,B-Grp_Enfermedad
1183,ES100030.xml,lesiones eritematosas,211,232,B-Grp_Enfermedad
1186,ES100030.xml,linfedema hipogástrico,335,357,B-Grp_Enfermedad
1189,ES100030.xml,metástasis subcutáneas prepuciales,485,519,B-Grp_Enfermedad
1190,ES100030.xml,adenocarcinoma intestinal,534,559,B-Grp_Enfermedad
1191,ES100030.xml,infiltración tumoral,605,625,B-Grp_Enfermedad
1194,ES100030.xml,tumor infiltrante,794,811,B-Grp_Enfermedad
1195,ES100030.xml,adenocarcinoma moderadamente diferenciado,818,859,B-Grp_Enfermedad
2493,ES100178.xml,Hepatitis,53,62,B-Grp_Enfermedad
2494,ES100178.xml,Cistinuria,120,130,B-Grp_Enfermedad
2497,ES100178.xml,HTA,249,252,B-Grp_Enfermedad
2500,ES100178.xml,dolor intenso,387,400,B-Grp_Enfermedad
2503,ES100178.xml,hematoma subcapsular,462,482,B-Grp_Enfermedad
2504,ES100178.xml,hematoma,510,518,B-Grp_Enfermedad
587,ES100420.xml,astenia,31,38,B-Grp_Enfermedad
588,ES100420.xml,fatiga,41,47,B-Grp_Enfermedad
589,ES100420.xml,arteritis,75,84,B-Grp_Enfermedad
592,ES100420.xml,disminución de agudeza visual,207,236,B-Grp_Enfermedad
594,ES100420.xml,dolor,243,248,B-Grp_Enfermedad
595,ES100420.xml,lagrimeo,250,258,B-Estructura_Corporal
596,ES100420.xml,dificultad,261,271,B-Grp_Enfermedad
599,ES100420.xml,AV era,378,384,B-Estructura_Corporal
603,ES100420.xml,defecto pupilar,439,454,B-Grp_Enfermedad
606,ES100420.xml,hiperemia conjuntival,505,526,B-Grp_Enfermedad
611,ES100420.xml,edematosos a tensión,636,656,B-Grp_Enfermedad
615,ES100420.xml,edema,805,810,B-Grp_Enfermedad
616,ES100420.xml,palidez,814,821,B-Grp_Enfermedad
617,ES100420.xml,AV era,846,852,B-Estructura_Corporal
619,ES100420.xml,cataratas incipientes,878,899,B-Grp_Enfermedad
620,ES100420.xml,engrosamiento,982,995,B-Grp_Enfermedad
627,ES100420.xml,AV del OD,1538,1547,B-Estructura_Corporal
628,ES100420.xml,cataratas,1563,1572,B-Grp_Enfermedad
630,ES100420.xml,palidez papilar,1625,1640,B-Grp_Enfermedad
634,ES100420.xml,engrosamiento,1754,1767,B-Grp_Enfermedad
637,ES100420.xml,pseudotumor,1837,1848,B-Grp_Enfermedad
933,ES100363.xml,anorexia,83,91,B-Grp_Enfermedad
934,ES100363.xml,edema,134,139,B-Grp_Enfermedad
936,ES100363.xml,rectorragia,183,194,B-Grp_Enfermedad
937,ES100363.xml,edema con fóvea,233,248,B-Grp_Enfermedad
940,ES100363.xml,RS3PE,353,358,B-Grp_Enfermedad
942,ES100363.xml,edema,426,431,B-Grp_Enfermedad
943,ES100363.xml,síndrome,498,506,B-Grp_Enfermedad
945,ES100363.xml,factor reumatoide,1085,1102,B-Estructura_Corporal
947,ES100363.xml,lesiones erosivas,1367,1384,B-Grp_Enfermedad
950,ES100363.xml,infiltrado pulmonar,1454,1473,B-Grp_Enfermedad
953,ES100363.xml,infiltrado,1570,1580,B-Grp_Enfermedad
955,ES100363.xml,condensación,1621,1633,B-Grp_Enfermedad
957,ES100363.xml,tractos pleuroparenquimatosos biapicales,1672,1712,B-Grp_Enfermedad
958,ES100363.xml,bronquiectasias cilíndricas,1713,1740,B-Grp_Enfermedad
961,ES100363.xml,engrosamiento,1768,1781,B-Grp_Enfermedad
965,ES100363.xml,engrosamiento,1838,1851,B-Grp_Enfermedad
967,ES100363.xml,divertículos,1885,1897,B-Grp_Enfermedad
968,ES100363.xml,hipertrofia prostática,1899,1921,B-Grp_Enfermedad
970,ES100363.xml,signos inflamatorios crónicos,1993,2022,B-Grp_Enfermedad
971,ES100363.xml,divertículos,2033,2045,B-Grp_Enfermedad
972,ES100363.xml,placas antracosis,2048,2065,B-Grp_Enfermedad
977,ES100363.xml,infiltración mucosa,2208,2227,B-Grp_Enfermedad
979,ES100363.xml,masa de aspecto necrótico,2259,2284,B-Grp_Enfermedad
982,ES100363.xml,sangrado,2371,2379,B-Grp_Enfermedad
983,ES100363.xml,frotis inflamatorio agudo,2421,2446,B-Grp_Enfermedad
984,ES100363.xml,Mycobacterium tuberculosis,2498,2524,B-Grp_Enfermedad
986,ES100363.xml,edema,2637,2642,B-Grp_Enfermedad
988,ES100363.xml,prednisona,2724,2734,B-Grp_Medicamento
993,ES100363.xml,enfermedad de Poncet,2891,2911,B-Grp_Enfermedad
995,ES100363.xml,edema,3006,3011,B-Grp_Enfermedad
1699,ES100001.xml,elevación progresiva de las cifras de PSA,46,87,B-Grp_Enfermedad
1701,ES100001.xml,elevación del PSA,281,298,B-Grp_Enfermedad
1703,ES100001.xml,lesión hipointensa,381,399,B-Grp_Enfermedad
1708,ES100001.xml,lesión neoplásica,653,670,B-Grp_Enfermedad
1710,ES100001.xml,ADK próstata,780,792,B-Grp_Enfermedad
1801,ES100571.xml,deterioro del estado general,33,61,B-Grp_Enfermedad
1802,ES100571.xml,astenia,63,70,B-Grp_Enfermedad
1803,ES100571.xml,anorexia,72,80,B-Grp_Enfermedad
1804,ES100571.xml,pérdida de peso,83,98,B-Grp_Enfermedad
1805,ES100571.xml,adenocarcinoma,137,151,B-Grp_Enfermedad
1808,ES100571.xml,hormonoterapia,309,323,B-Grp_Medicamento
1810,ES100571.xml,diarrea,437,444,B-Grp_Enfermedad
1811,ES100571.xml,estreñimiento,447,460,B-Grp_Enfermedad
1812,ES100571.xml,dolores cólicos,463,478,B-Grp_Enfermedad
1813,ES100571.xml,tenesmo defecatorio,517,536,B-Grp_Enfermedad
1816,ES100571.xml,ruidos muy aumentados no patológicos,635,671,B-Grp_Enfermedad
1817,ES100571.xml,masas,698,703,B-Grp_Enfermedad
1818,ES100571.xml,megalias,707,715,B-Grp_Enfermedad
1819,ES100571.xml,adenopatías,720,731,B-Grp_Enfermedad
1820,ES100571.xml,fiebre,733,739,B-Grp_Enfermedad
1821,ES100571.xml,leucocitosis,803,815,B-Grp_Enfermedad
1822,ES100571.xml,neutrófilos,838,849,B-Estructura_Corporal
1823,ES100571.xml,linfocitos,856,866,B-Estructura_Corporal
1824,ES100571.xml,monocitos,873,882,B-Estructura_Corporal
1825,ES100571.xml,eosinófilos,891,902,B-Estructura_Corporal
1827,ES100571.xml,hipoalbuminemia,1025,1040,B-Grp_Enfermedad
1830,ES100571.xml,anti-mitocondriales,1200,1219,B-Grp_Medicamento
1831,ES100571.xml,anti-músculo liso,1222,1239,B-Grp_Medicamento
1835,ES100571.xml,estenosis regular fibrótica,1575,1602,B-Grp_Enfermedad
1836,ES100571.xml,inflamación aguda,1688,1705,B-Grp_Enfermedad
1838,ES100571.xml,eosinófilos,1763,1774,B-Estructura_Corporal
1839,ES100571.xml,colitis actínica,1833,1849,B-Grp_Enfermedad
1841,ES100571.xml,contraste intravenoso,1880,1901,B-Grp_Medicamento
1842,ES100571.xml,engrosamiento,1912,1925,B-Grp_Enfermedad
1846,ES100571.xml,adenopatías,2039,2050,B-Grp_Enfermedad
1847,ES100571.xml,masas abdominales,2069,2086,B-Grp_Enfermedad
1848,ES100571.xml,engrosamiento,2117,2130,B-Grp_Enfermedad
1853,ES100571.xml,tránsito intestinal,2275,2294,B-Grp_Enfermedad
1854,ES100571.xml,engrosamiento,2320,2333,B-Grp_Enfermedad
1860,ES100571.xml,engrosamiento parietal,2505,2527,B-Grp_Enfermedad
1861,ES100571.xml,enteritis actínica,2579,2597,B-Grp_Enfermedad
1863,ES100571.xml,radioterapia,2733,2745,B-Grp_Medicamento
1867,ES100571.xml,metilprednisolona,2926,2943,B-Grp_Medicamento
1868,ES100571.xml,deterioro progresivo del estado general,3056,3095,B-Grp_Enfermedad
1869,ES100571.xml,alteraciones analíticas,3185,3208,B-Grp_Enfermedad
1872,ES100571.xml,eosinófilos,3401,3412,B-Estructura_Corporal
1873,ES100571.xml,enteritis actínica,3496,3514,B-Grp_Enfermedad
1874,ES100571.xml,eosinofilia periférica,3517,3539,B-Grp_Enfermedad
717,ES100809.xml,alergias,65,73,B-Alergia
720,ES100809.xml,caída,227,232,B-Grp_Enfermedad
721,ES100809.xml,pérdida de consciencia,448,470,B-Grp_Enfermedad
726,ES100809.xml,contusión pulmonar leve,827,850,B-Grp_Enfermedad
730,ES100809.xml,fractura,941,949,B-Grp_Enfermedad
732,ES100809.xml,desplazamiento,989,1003,B-Grp_Enfermedad
733,ES100809.xml,diástasis,1005,1014,B-Grp_Enfermedad
737,ES100809.xml,disminución del grosor,1145,1167,B-Grp_Enfermedad
742,ES100809.xml,prominencia discal difusa,1241,1266,B-Grp_Enfermedad
743,ES100809.xml,policontusionado,1306,1322,B-Grp_Enfermedad
746,ES100809.xml,irritación peritoneal,1580,1601,B-Grp_Enfermedad
747,ES100809.xml,hematuria macroscópica,1616,1638,B-Grp_Enfermedad
748,ES100809.xml,elevación,1862,1871,B-Grp_Enfermedad
750,ES100809.xml,BD,1933,1935,B-Grp_Medicamento
751,ES100809.xml,hepatopatía aguda tóxica,2018,2042,B-Grp_Enfermedad
752,ES100809.xml,fallo hepático,2047,2061,B-Grp_Enfermedad
753,ES100809.xml,hepatomegalia,2079,2092,B-Grp_Enfermedad
754,ES100809.xml,ictericia,2099,2108,B-Grp_Enfermedad
755,ES100809.xml,dolor,2391,2396,B-Grp_Enfermedad
761,ES100809.xml,distimia,2877,2885,B-Grp_Enfermedad
763,ES100809.xml,fentanilo,3042,3051,B-Grp_Medicamento
764,ES100809.xml,paracetamol,3071,3082,B-Grp_Medicamento
765,ES100809.xml,dexketoprofeno-trometamol,3098,3123,B-Grp_Medicamento
766,ES100809.xml,paracetamol,3196,3207,B-Grp_Medicamento
767,ES100809.xml,dexketoprofeno-trometamol,3223,3248,B-Grp_Medicamento
768,ES100809.xml,dexketoprofeno-trometamol,3306,3331,B-Grp_Medicamento
769,ES100809.xml,fentanilo,3348,3357,B-Grp_Medicamento
1137,ES100410.xml,hiperlipemia,53,65,B-Grp_Enfermedad
1140,ES100410.xml,disnea,184,190,B-Grp_Enfermedad
1141,ES100410.xml,angina a pequeños esfuerzos,193,220,B-Grp_Enfermedad
1143,ES100410.xml,enfermedad coronaria de tres vasos,316,350,B-Grp_Enfermedad
1144,ES100410.xml,obstrucción no revascularizable,355,386,B-Grp_Enfermedad
1147,ES100410.xml,insuficiencia renal moderada,547,575,B-Grp_Enfermedad
1148,ES100410.xml,síndrome general,682,698,B-Grp_Enfermedad
1149,ES100410.xml,astenia,703,710,B-Grp_Enfermedad
1150,ES100410.xml,anorexia,713,721,B-Grp_Enfermedad
1151,ES100410.xml,empeoramiento de su función renal,784,817,B-Grp_Enfermedad
1152,ES100410.xml,eosinofilia,857,868,B-Grp_Enfermedad
1153,ES100410.xml,insuficiencia renal aguda,919,944,B-Grp_Enfermedad
1157,ES100410.xml,agudeza visual,1321,1335,B-Estructura_Corporal
1158,ES100410.xml,AV,1337,1339,B-Estructura_Corporal
1163,ES100410.xml,microhemorragia,1460,1475,B-Grp_Enfermedad
1168,ES100410.xml,insuficiencia cardíaca,1658,1680,B-Grp_Enfermedad
1169,ES100410.xml,síntomas,1705,1713,B-Grp_Enfermedad
1170,ES100410.xml,isquemia aguda periférica,1717,1742,B-Grp_Enfermedad
1171,ES100410.xml,empeoramiento del estado general,1748,1780,B-Grp_Enfermedad
1172,ES100410.xml,obnubilación progresiva,1783,1806,B-Grp_Enfermedad
333,ES100412.xml,dolor ocular intenso,72,92,B-Grp_Enfermedad
334,ES100412.xml,pérdida visual progresiva,107,132,B-Grp_Enfermedad
336,ES100412.xml,masa pigmentada,194,209,B-Grp_Enfermedad
338,ES100412.xml,glaucoma agudo,328,342,B-Grp_Enfermedad
341,ES100412.xml,masa,424,428,B-Grp_Enfermedad
344,ES100412.xml,melanoma ocular,587,602,B-Grp_Enfermedad
346,ES100412.xml,masa,687,691,B-Grp_Enfermedad
350,ES100412.xml,melanoma,797,805,B-Grp_Enfermedad
352,ES100412.xml,diseminación metastásica,893,917,B-Grp_Enfermedad
354,ES100412.xml,invasión escleral,1180,1197,B-Grp_Enfermedad
357,ES100412.xml,dificultad para realizar tareas cotidianas,1393,1435,B-Grp_Enfermedad
360,ES100412.xml,masa circunferencial,1551,1571,B-Grp_Enfermedad
365,ES100412.xml,proliferación de células fusiformes,1720,1755,B-Grp_Enfermedad
369,ES100412.xml,mitosis,1900,1907,B-Grp_Enfermedad
371,ES100412.xml,melanoma uveal,2030,2044,B-Grp_Enfermedad
372,ES100412.xml,perforación,2057,2068,B-Grp_Enfermedad
1280,ES100002.xml,hipertrofia benigna,54,73,B-Grp_Enfermedad
1282,ES100002.xml,hematuria monosintomática,109,134,B-Grp_Enfermedad
1283,ES100002.xml,urinocultivos,150,163,B-Estructura_Corporal
1284,ES100002.xml,ureteropielocaliectasia grado II,208,240,B-Grp_Enfermedad
1288,ES100002.xml,hallazgos patológicos,472,493,B-Grp_Enfermedad
1289,ES100002.xml,alergias,551,559,B-Alergia
1290,ES100002.xml,HTA,571,574,B-Grp_Enfermedad
1291,ES100002.xml,Diabetes Mellitus tipo II,576,601,B-Grp_Enfermedad
1292,ES100002.xml,Miocardiopatía hipertrófica,603,630,B-Grp_Enfermedad
1293,ES100002.xml,Aneurisma carotídeo intracerebral,632,665,B-Grp_Enfermedad
1296,ES100002.xml,doloroso,763,771,B-Grp_Enfermedad
1297,ES100002.xml,megalias,776,784,B-Grp_Enfermedad
1300,ES100002.xml,signos patológicos,841,859,B-Grp_Enfermedad
1304,ES100002.xml,carcinoma,1102,1111,B-Grp_Enfermedad
1307,ES100002.xml,PIELOGRAFIA DESCENDENTE,1154,1177,B-Estructura_Corporal
1308,ES100002.xml,Defecto,1203,1210,B-Grp_Enfermedad
1310,ES100002.xml,infiltración,1316,1328,B-Grp_Enfermedad
1313,ES100002.xml,Aclaramiento,1381,1393,B-Grp_Enfermedad
1315,ES100002.xml,Aneurisma,1455,1464,B-Grp_Enfermedad
1317,ES100002.xml,Atrofia,1487,1494,B-Grp_Enfermedad
1320,ES100002.xml,adenopatías paravesicales,1593,1618,B-Grp_Enfermedad
1321,ES100002.xml,tumor,1659,1664,B-Grp_Enfermedad
1323,ES100002.xml,pielonefritis crónica,1883,1904,B-Grp_Enfermedad
1325,ES100002.xml,lesión inflamatoria ureteral,1945,1973,B-Grp_Enfermedad
1326,ES100002.xml,infiltrado,1998,2008,B-Grp_Enfermedad
1329,ES100002.xml,erosión,2044,2051,B-Grp_Enfermedad
1332,ES100002.xml,HBP sintomática,2220,2235,B-Grp_Enfermedad
210,ES100994.xml,metrorragias,106,118,B-Grp_Enfermedad
212,ES100994.xml,osteoporosis densitométrica lumbar,195,229,B-Grp_Enfermedad
215,ES100994.xml,fractura,418,426,B-Grp_Enfermedad
216,ES100994.xml,dolor mecánico,462,476,B-Grp_Enfermedad
220,ES100994.xml,dolor,690,695,B-Grp_Enfermedad
224,ES100994.xml,hallazgos patológicos,839,860,B-Grp_Enfermedad
226,ES100994.xml,fractura,915,923,B-Grp_Enfermedad
227,ES100994.xml,edema,970,975,B-Grp_Enfermedad
234,ES100994.xml,osteoporosis,1524,1536,B-Grp_Enfermedad
239,ES100994.xml,dolor,1739,1744,B-Grp_Enfermedad
242,ES100994.xml,fractura,1921,1929,B-Grp_Enfermedad
244,ES100994.xml,edema,2035,2040,B-Grp_Enfermedad
247,ES100994.xml,tenosinovitis,2107,2120,B-Grp_Enfermedad
254,ES100994.xml,osteoporosis,2573,2585,B-Grp_Enfermedad
255,ES100994.xml,obesa,2639,2644,B-Grp_Enfermedad
256,ES100994.xml,traumatismos,2666,2678,B-Grp_Enfermedad
257,ES100994.xml,factores de riesgo,2688,2706,B-Grp_Enfermedad
258,ES100994.xml,dolor,2745,2750,B-Grp_Enfermedad
2596,ES100214.xml,fallo renal agudo,75,92,B-Grp_Enfermedad
2597,ES100214.xml,shock séptico,95,108,B-Grp_Enfermedad
2598,ES100214.xml,noradrenalina,110,123,B-Grp_Medicamento
2600,ES100214.xml,CID,212,215,B-Estructura_Corporal
2601,ES100214.xml,hemocultivo,218,229,B-Estructura_Corporal
2603,ES100214.xml,oligo-anuria,295,307,B-Grp_Enfermedad
2604,ES100214.xml,obtuvimos incremento,852,872,B-Grp_Enfermedad
2608,ES100214.xml,aclaramiento urinario,1662,1683,B-Grp_Enfermedad
2610,ES100214.xml,crecimiento,1847,1858,B-Grp_Enfermedad
799,ES100605.xml,tratamiento quimioterápico,29,55,B-Grp_Medicamento
800,ES100605.xml,enfermedad de Hodgkin,60,81,B-Grp_Enfermedad
801,ES100605.xml,hemorragia digestiva,170,190,B-Grp_Enfermedad
802,ES100605.xml,melenas,192,199,B-Grp_Enfermedad
804,ES100605.xml,elevación,229,238,B-Grp_Enfermedad
805,ES100605.xml,alteración,277,287,B-Grp_Enfermedad
806,ES100605.xml,insuficiencia hepática aguda,414,442,B-Grp_Enfermedad
807,ES100605.xml,encefalopatía,458,471,B-Grp_Enfermedad
808,ES100605.xml,hemorragia digestiva masiva,474,501,B-Grp_Enfermedad
810,ES100605.xml,lesiones,570,578,B-Grp_Enfermedad
813,ES100605.xml,lesión inflamatoria,677,696,B-Grp_Enfermedad
2198,ES100163.xml,tumoración perineal,138,157,B-Grp_Enfermedad
2199,ES100163.xml,aumento progresivo del tamaño,180,209,B-Calificador
2200,ES100163.xml,tumoración perineal,361,380,B-Grp_Enfermedad
