,file,string,begin,end,type
779,ES100650.xml,hipoplásico,626,637,B-Grp_Enfermedad
780,ES100650.xml,abdomen,722,729,B-Estructura_Corporal
781,ES100650.xml,pelvis,732,738,B-Estructura_Corporal
783,ES100650.xml,aspecto quístico,789,805,B-Calificador
784,ES100650.xml,vejiga,849,855,B-Estructura_Corporal
786,ES100650.xml,órganos vecinos,946,961,B-Estructura_Corporal
791,ES100650.xml,peritoneo,1150,1159,B-Estructura_Corporal
792,ES100650.xml,apéndice ileocecal,1400,1418,B-Estructura_Corporal
793,ES100650.xml,mucoide,1454,1461,B-Estructura_Corporal
797,ES100650.xml,ganglios linfáticos,1665,1684,B-Estructura_Corporal
803,ES100605.xml,intensa,221,228,B-Calificador
809,ES100605.xml,hepático difuso,539,554,B-Estructura_Corporal
811,ES100605.xml,tercio inferior del esófago,593,620,B-Estructura_Corporal
812,ES100605.xml,ambos órganos,658,671,B-Estructura_Corporal
814,ES100605.xml,infección herpética,769,788,B-Grp_Enfermedad
817,ES100594.xml,disfagia,164,172,B-Grp_Enfermedad
818,ES100594.xml,sólidos,175,182,B-Grp_Medicamento
819,ES100594.xml,anorexia,198,206,B-Grp_Enfermedad
822,ES100594.xml,estenosante,332,343,B-Calificador
823,ES100594.xml,unión esofagogástrica,362,383,B-Estructura_Corporal
825,ES100594.xml,neoplasia moderadamente diferenciado,539,575,B-Grp_Enfermedad
826,ES100594.xml,ulcerado,577,585,B-Calificador
827,ES100594.xml,infiltrante,588,599,B-Calificador
828,ES100594.xml,toraco-abdominal,608,624,B-Estructura_Corporal
830,ES100594.xml,pared esofágica,657,672,B-Estructura_Corporal
831,ES100594.xml,tercio inferior y unión esófago gástrica,676,716,B-Estructura_Corporal
834,ES100594.xml,abdominales,866,877,B-Estructura_Corporal
835,ES100594.xml,esofagogastroduodenal,890,911,B-Estructura_Corporal
837,ES100594.xml,tercio inferior de esófago,967,993,B-Estructura_Corporal
839,ES100594.xml,pared esofágica,1098,1113,B-Estructura_Corporal
840,ES100594.xml,subcarinal,1151,1161,B-Estructura_Corporal
841,ES100594.xml,grasa periesofágica,1275,1294,B-Estructura_Corporal
842,ES100594.xml,aorta,1312,1317,B-Estructura_Corporal
843,ES100594.xml,pleura derecha,1320,1334,B-Estructura_Corporal
844,ES100594.xml,ganglionar,1384,1394,B-Estructura_Corporal
845,ES100594.xml,pequeña,1417,1424,B-Calificador
847,ES100594.xml,aspecto inflamatoria,1450,1470,B-Calificador
848,ES100594.xml,intratorácica,1541,1554,B-Estructura_Corporal
852,ES100594.xml,adyuvante quimioterápico,1896,1920,B-Grp_Medicamento
859,ES100978.xml,miembros inferiores,125,144,B-Estructura_Corporal
863,ES100978.xml,extremidades superiores,374,397,B-Estructura_Corporal
865,ES100978.xml,esfínteres,446,456,B-Estructura_Corporal
873,ES100978.xml,ocular interna,904,918,B-Estructura_Corporal
876,ES100978.xml,miembros inferiores,994,1013,B-Estructura_Corporal
880,ES100978.xml,miembros superiores,1122,1141,B-Estructura_Corporal
885,ES100978.xml,pectorales,1334,1344,B-Estructura_Corporal
886,ES100978.xml,MMII,1366,1370,B-Estructura_Corporal
888,ES100978.xml,ambos cuádriceps,1392,1408,B-Estructura_Corporal
889,ES100978.xml,tobillo-brazo,1458,1471,B-Estructura_Corporal
890,ES100978.xml,tórax,1613,1618,B-Estructura_Corporal
893,ES100978.xml,MMII,1857,1861,B-Estructura_Corporal
894,ES100978.xml,miembro superior derecho,1863,1887,B-Estructura_Corporal
897,ES100978.xml,Escorial,2128,2136,B-Estructura_Corporal
898,ES100978.xml,magnética craneal-medular,2186,2211,B-Estructura_Corporal
899,ES100978.xml,Riluzol,2274,2281,B-Grp_Medicamento
901,ES100978.xml,MMII,2390,2394,B-Estructura_Corporal
905,ES100978.xml,miembros superiores,2486,2505,B-Estructura_Corporal
906,ES100978.xml,MMSS,2507,2511,B-Estructura_Corporal
910,ES100978.xml,cintura pelviana,2681,2697,B-Grp_Enfermedad
912,ES100978.xml,muscular,2765,2773,B-Estructura_Corporal
914,ES100978.xml,musculo esquelético,2877,2896,B-Estructura_Corporal
917,ES100978.xml,flexión dorsal,3056,3070,B-Estructura_Corporal
918,ES100978.xml,pie izquierdo,3075,3088,B-Estructura_Corporal
920,ES100978.xml,mano izquierda,3158,3172,B-Estructura_Corporal
922,ES100978.xml,segmentos corporales,3213,3233,B-Estructura_Corporal
923,ES100978.xml,leve,3244,3248,B-Calificador
926,ES100978.xml,Riluzol,3367,3374,B-Grp_Medicamento
927,ES100978.xml,respiratoria,3445,3457,B-Estructura_Corporal
929,ES100978.xml,origen urinario,3541,3556,B-Grp_Enfermedad
930,ES100978.xml,percutánea,3673,3683,B-Estructura_Corporal
935,ES100363.xml,pies,151,155,B-Estructura_Corporal
938,ES100363.xml,articulaciones metacarpofalángicas,260,294,B-Estructura_Corporal
939,ES100363.xml,metatarso,297,306,B-Estructura_Corporal
941,ES100363.xml,prednisona,381,391,B-Grp_Medicamento
944,ES100363.xml,VIH,1068,1071,B-Grp_Enfermedad
946,ES100363.xml,pies,1349,1353,B-Estructura_Corporal
948,ES100363.xml,torácica,1396,1404,B-Estructura_Corporal
949,ES100363.xml,segmento posterior del LSD,1411,1437,B-Estructura_Corporal
951,ES100363.xml,nodular,1528,1535,B-Grp_Enfermedad
952,ES100363.xml,LM,1543,1545,B-Estructura_Corporal
954,ES100363.xml,nodular,1607,1614,B-Grp_Enfermedad
956,ES100363.xml,broncograma aéreo,1653,1670,B-Grp_Enfermedad
959,ES100363.xml,pared,1744,1749,B-Estructura_Corporal
960,ES100363.xml,LII,1758,1761,B-Estructura_Corporal
962,ES100363.xml,língula,1785,1792,B-Estructura_Corporal
963,ES100363.xml,pleura,1796,1802,B-Estructura_Corporal
964,ES100363.xml,abdominal vejiga urinaria,1808,1833,B-Estructura_Corporal
966,ES100363.xml,suelo vesical,1856,1869,B-Estructura_Corporal
969,ES100363.xml,árbol bronquial izquierdo,1963,1988,B-Estructura_Corporal
973,ES100363.xml,árbol bronquial,2077,2092,B-Estructura_Corporal
974,ES100363.xml,árbol bronquial derecho,2106,2129,B-Estructura_Corporal
975,ES100363.xml,bronquio,2134,2142,B-Estructura_Corporal
976,ES100363.xml,LM,2194,2196,B-Estructura_Corporal
978,ES100363.xml,LM,2246,2248,B-Estructura_Corporal
980,ES100363.xml,friable,2291,2298,B-Grp_Enfermedad
981,ES100363.xml,bronquial,2357,2366,B-Estructura_Corporal
985,ES100363.xml,corticoideo,2610,2621,B-Grp_Medicamento
987,ES100363.xml,pies,2654,2658,B-Estructura_Corporal
989,ES100363.xml,Mycobacterium tuberculosis,2752,2778,B-Grp_Enfermedad
990,ES100363.xml,rifampicina,2802,2813,B-Grp_Medicamento
991,ES100363.xml,pirazinamida,2816,2828,B-Grp_Medicamento
992,ES100363.xml,corticoideo,2860,2871,B-Grp_Medicamento
994,ES100363.xml,corticoides,2977,2988,B-Grp_Medicamento
996,ES100363.xml,pies,3023,3027,B-Estructura_Corporal
997,ES100363.xml,corticoideo,3070,3081,B-Grp_Medicamento
999,ES100797.xml,L4-L5,148,150,B-Estructura_Corporal
1001,ES100797.xml,cresta ilíaca,289,302,B-Estructura_Corporal
1002,ES100797.xml,tramadol,372,380,B-Grp_Medicamento
1003,ES100797.xml,pregabalina,383,394,B-Grp_Medicamento
1004,ES100797.xml,dolor,425,430,B-Grp_Enfermedad
1010,ES100797.xml,nervio fémorocutáneo,626,646,B-Estructura_Corporal
1013,ES100797.xml,región lumbar posterior,744,767,B-Estructura_Corporal
1015,ES100797.xml,L5-S1,794,796,B-Estructura_Corporal
1017,ES100797.xml,articulaciones,851,865,B-Estructura_Corporal
1018,ES100797.xml,lumbares,914,922,B-Estructura_Corporal
1020,ES100797.xml,nervio fémorocutáneo lateral izquierdo,1053,1091,B-Estructura_Corporal
1022,ES100797.xml,nervio,1139,1145,B-Estructura_Corporal
1023,ES100797.xml,Artemisa,1245,1253,B-Grp_Medicamento
1025,ES100797.xml,cabeza redonda,1436,1450,B-Estructura_Corporal
1027,ES100797.xml,cicatriz,1546,1554,B-Grp_Enfermedad
1028,ES100797.xml,cabeza redonda,1719,1733,B-Estructura_Corporal
1029,ES100797.xml,Artemisa,1807,1815,B-Estructura_Corporal
1030,ES100797.xml,línea media posterior,1901,1922,B-Estructura_Corporal
1031,ES100797.xml,depresión,1930,1939,B-Grp_Enfermedad
1032,ES100797.xml,apófisis espinosa,1946,1963,B-Estructura_Corporal
1033,ES100797.xml,depresión inferior,2079,2097,B-Grp_Enfermedad
1034,ES100797.xml,apófisis espinosa,2104,2121,B-Estructura_Corporal
1035,ES100797.xml,línea media dorsal,2152,2170,B-Estructura_Corporal
1036,ES100797.xml,pliegue glúteo,2389,2403,B-Estructura_Corporal
1037,ES100797.xml,distancia,2433,2442,B-Grp_Enfermedad
1038,ES100797.xml,hueco poplíteo,2494,2508,B-Estructura_Corporal
1039,ES100797.xml,distancia,2538,2547,B-Grp_Enfermedad
1040,ES100797.xml,maleolo externo,2616,2631,B-Estructura_Corporal
1041,ES100797.xml,tendón de Aquiles,2637,2654,B-Estructura_Corporal
1042,ES100797.xml,depresión inferior,2747,2765,B-Grp_Enfermedad
1043,ES100797.xml,apófisis espinosa,2772,2789,B-Estructura_Corporal
1044,ES100797.xml,línea dorsal,2818,2830,B-Estructura_Corporal
1045,ES100797.xml,línea media,2857,2868,B-Estructura_Corporal
1046,ES100797.xml,depresión anterior,2936,2954,B-Estructura_Corporal
1047,ES100797.xml,cabeza del peroné,2970,2987,B-Estructura_Corporal
1048,ES100797.xml,distancia,3017,3026,B-Grp_Enfermedad
1049,ES100797.xml,elevación,3100,3109,B-Grp_Enfermedad
1050,ES100797.xml,maleolo peroneo,3121,3136,B-Estructura_Corporal
1051,ES100797.xml,peroné,3163,3169,B-Estructura_Corporal
1052,ES100797.xml,distancia,3199,3208,B-Grp_Enfermedad
1054,ES100803.xml,ambas extremidades inferiores,68,97,B-Estructura_Corporal
1056,ES100803.xml,Dolor,148,153,B-Grp_Enfermedad
1057,ES100803.xml,Pediátrica,187,197,B-Estructura_Corporal
1058,ES100803.xml,capsaicina,303,313,B-Grp_Medicamento
1059,ES100079.xml,masa renal,75,85,B-Grp_Enfermedad
1060,ES100079.xml,mesorrenal izquierda,114,134,B-Estructura_Corporal
1061,ES100079.xml,crisis renoureteral,183,202,B-Grp_Enfermedad
1064,ES100079.xml,tórax,415,420,B-Estructura_Corporal
1065,ES100079.xml,abdomino-pélvica,471,487,B-Estructura_Corporal
1067,ES100079.xml,vena renal,546,556,B-Estructura_Corporal
1068,ES100079.xml,vena cava retrohepática,566,589,B-Estructura_Corporal
1069,ES100079.xml,vena cava inferior,656,674,B-Estructura_Corporal
1070,ES100079.xml,trombo,728,734,B-Grp_Enfermedad
1071,ES100079.xml,cardiaca,885,893,B-Estructura_Corporal
1072,ES100079.xml,resonancia magnética,945,965,B-Grp_Enfermedad
1073,ES100079.xml,trombo,1120,1126,B-Estructura_Corporal
1075,ES100079.xml,trombo,1239,1245,B-Estructura_Corporal
1081,ES100079.xml,cardiaca,1591,1599,B-Estructura_Corporal
1082,ES100079.xml,subcostal izquierda,1657,1676,B-Estructura_Corporal
1083,ES100079.xml,ángulo esplénico,1702,1718,B-Estructura_Corporal
1084,ES100079.xml,colon,1723,1728,B-Estructura_Corporal
1085,ES100079.xml,retroperitoneo,1751,1765,B-Estructura_Corporal
1086,ES100079.xml,mesenterio,1778,1788,B-Estructura_Corporal
1087,ES100079.xml,vena renal trombosada,1873,1894,B-Estructura_Corporal
1091,ES100079.xml,yugular,2127,2134,B-Estructura_Corporal
1092,ES100079.xml,pulmón de pequeños trombos,2203,2229,B-Estructura_Corporal
1093,ES100079.xml,vena renal,2309,2319,B-Estructura_Corporal
1094,ES100079.xml,ostium,2325,2331,B-Estructura_Corporal
1097,ES100079.xml,Goretex,2459,2466,B-Grp_Medicamento
1098,ES100079.xml,dicumarínicos,2528,2541,B-Grp_Medicamento
1100,ES100079.xml,renal,2723,2728,B-Estructura_Corporal
1101,ES100079.xml,vena renal,2758,2768,B-Estructura_Corporal
1102,ES100079.xml,vena cava,2801,2810,B-Estructura_Corporal
1104,ES100079.xml,tumoral,2858,2865,B-Calificador
1106,ES100079.xml,vértebra,3021,3029,B-Estructura_Corporal
1108,ES100079.xml,lesión,3233,3239,B-Grp_Enfermedad
1111,ES100310.xml,orofaringe G1,71,84,B-Estructura_Corporal
1112,ES100310.xml,quimioterapia,115,128,B-Grp_Medicamento
1113,ES100310.xml,radioterapia,131,143,B-Grp_Medicamento
1115,ES100310.xml,radioterapia,200,212,B-Grp_Medicamento
1116,ES100310.xml,sólidos,221,228,B-Grp_Medicamento
1121,ES100445.xml,nuclear cerebral,113,129,B-Estructura_Corporal
1123,ES100445.xml,extensas,181,189,B-Calificador
1127,ES100445.xml,ojo derecho,487,498,B-Estructura_Corporal
1129,ES100445.xml,arcadas vasculares,614,632,B-Estructura_Corporal
1131,ES100445.xml,ojo izquierdo,697,710,B-Estructura_Corporal
1132,ES100445.xml,pequeñas,752,760,B-Calificador
1134,ES100445.xml,renal,841,846,B-Estructura_Corporal
1135,ES100445.xml,vertebral,849,858,B-Estructura_Corporal
1136,ES100445.xml,psicomotor muy severo,986,1007,B-Calificador
1138,ES100410.xml,triple,85,91,B-Grp_Medicamento
1139,ES100410.xml,aorto-coronario,100,115,B-Estructura_Corporal
1142,ES100410.xml,cardíaco,291,299,B-Estructura_Corporal
1145,ES100410.xml,puente de safena a obtusa marginal,391,425,B-Estructura_Corporal
1146,ES100410.xml,plaquetario,518,529,B-Estructura_Corporal
1154,ES100410.xml,cardíaco,970,978,B-Estructura_Corporal
1155,ES100410.xml,pie,1126,1129,B-Estructura_Corporal
1156,ES100410.xml,ojo,1262,1265,B-Estructura_Corporal
1159,ES100410.xml,ambos ojos,1355,1365,B-Estructura_Corporal
1160,ES100410.xml,intraocular,1378,1389,B-Estructura_Corporal
1161,ES100410.xml,ojo derecho,1428,1439,B-Estructura_Corporal
1162,ES100410.xml,OD,1441,1443,B-Estructura_Corporal
1164,ES100410.xml,ojo izquierdo,1546,1559,B-Estructura_Corporal
1165,ES100410.xml,OI,1561,1563,B-Estructura_Corporal
1166,ES100410.xml,rama temporal,1598,1611,B-Estructura_Corporal
1167,ES100410.xml,nasal,1614,1619,B-Estructura_Corporal
1173,ES100410.xml,estructuras vasculares,1936,1958,B-Estructura_Corporal
1174,ES100410.xml,tiroides,1962,1970,B-Estructura_Corporal
1175,ES100410.xml,páncreas,1972,1980,B-Estructura_Corporal
1176,ES100410.xml,corazón,1982,1989,B-Estructura_Corporal
1177,ES100410.xml,bazo,1991,1995,B-Estructura_Corporal
1178,ES100410.xml,hígado,1997,2003,B-Estructura_Corporal
1179,ES100410.xml,riñones,2006,2013,B-Estructura_Corporal
1182,ES100030.xml,doloroso,172,180,B-Grp_Enfermedad
1184,ES100030.xml,sangrantes,248,258,B-Grp_Enfermedad
1185,ES100030.xml,piel prepucial,273,287,B-Estructura_Corporal
1187,ES100030.xml,piel peneana,365,377,B-Estructura_Corporal
1188,ES100030.xml,escroto,384,391,B-Estructura_Corporal
1192,ES100030.xml,carcinomatosa,701,714,B-Grp_Enfermedad
1193,ES100030.xml,escaso componente inflamatorio,729,759,B-Calificador
1196,ES100030.xml,alto grado,864,874,B-Calificador
1197,ES100030.xml,mitótico,896,904,B-Estructura_Corporal
1199,ES100947.xml,corona,240,246,B-Grp_Medicamento
1200,ES100947.xml,leve,334,338,B-Calificador
1202,ES100947.xml,mucosa,360,366,B-Estructura_Corporal
1203,ES100947.xml,leve,445,449,B-Calificador
1205,ES100947.xml,articular,487,496,B-Estructura_Corporal
1206,ES100947.xml,corona protésica,532,548,B-Estructura_Corporal
1207,ES100947.xml,hueso marginal,622,636,B-Estructura_Corporal
1208,ES100947.xml,corona protésica,681,697,B-Estructura_Corporal
1209,ES100947.xml,colgajo mucoperióstico,729,751,B-Estructura_Corporal
1210,ES100947.xml,tejido,795,801,B-Estructura_Corporal
1211,ES100947.xml,aspecto fibroso,812,827,B-Calificador
1213,ES100947.xml,tejido patológico,913,930,B-Estructura_Corporal
1214,ES100947.xml,clorhexidina,1050,1062,B-Grp_Medicamento
1216,ES100947.xml,colgajo,1128,1135,B-Estructura_Corporal
1218,ES100947.xml,premolares ipsilateral,1203,1225,B-Estructura_Corporal
1219,ES100947.xml,colgajo,1289,1296,B-Estructura_Corporal
1222,ES100947.xml,digluconato,1454,1465,B-Grp_Medicamento
1223,ES100947.xml,clorhexidina,1469,1481,B-Grp_Medicamento
1225,ES100947.xml,abundante,1592,1601,B-Calificador
1227,ES100947.xml,zona superficial,1657,1673,B-Estructura_Corporal
1229,ES100947.xml,escasa células inflamatorias,1721,1749,B-Calificador
1230,ES100947.xml,ósea marginal,1853,1866,B-Estructura_Corporal
1231,ES100143.xml,Recién nacida hembra,0,20,B-Grp_Enfermedad
1233,ES100143.xml,meato uretral,198,211,B-Estructura_Corporal
1234,ES100143.xml,introito vaginal,246,262,B-Estructura_Corporal
1236,ES100143.xml,color levemente amarillento,300,327,B-Grp_Enfermedad
1240,ES100143.xml,perineal,465,473,B-Estructura_Corporal
1241,ES100143.xml,lesión,515,521,B-Grp_Enfermedad
1245,ES100760.xml,cansancio,205,214,B-Grp_Enfermedad
1249,ES100760.xml,piernas,247,254,B-Estructura_Corporal
1251,ES100760.xml,párpados,266,274,B-Estructura_Corporal
1253,ES100760.xml,lecho ungueal,315,328,B-Estructura_Corporal
1254,ES100760.xml,hematológica muy rápida,342,365,B-Grp_Enfermedad
1255,ES100760.xml,señal molecular,465,480,B-Estructura_Corporal
1256,ES100760.xml,sangre periférica,522,539,B-Estructura_Corporal
1257,ES100760.xml,médula ósea,547,558,B-Estructura_Corporal
1258,ES100760.xml,MO,560,562,B-Estructura_Corporal
1259,ES100760.xml,tos persistente,852,867,B-Grp_Enfermedad
1261,ES100760.xml,molecular,900,909,B-Grp_Enfermedad
1264,ES100760.xml,MO,1024,1026,B-Estructura_Corporal
1266,ES100760.xml,crisis blástica,1197,1212,B-Grp_Enfermedad
1276,ES100760.xml,antihipertensivo,1713,1729,B-Grp_Medicamento
1277,ES100760.xml,molecular,1794,1803,B-Grp_Enfermedad
1278,ES100760.xml,emparentado,1996,2007,B-Grp_Enfermedad
1281,ES100002.xml,próstata,77,85,B-Estructura_Corporal
1285,ES100002.xml,riñón derecho,244,257,B-Estructura_Corporal
1286,ES100002.xml,riñón derecho,305,318,B-Estructura_Corporal
1287,ES100002.xml,percutánea derecha,364,382,B-Estructura_Corporal
1294,ES100002.xml,secuelas,670,678,B-Grp_Enfermedad
1295,ES100002.xml,Abdomen,731,738,B-Estructura_Corporal
1298,ES100002.xml,Fosas renales,786,799,B-Estructura_Corporal
1299,ES100002.xml,Genitales externos,818,836,B-Estructura_Corporal
1301,ES100002.xml,rectal,867,873,B-Estructura_Corporal
1302,ES100002.xml,HBP grado I-II,889,903,B-Grp_Enfermedad
1303,ES100002.xml,URINARIA,1077,1085,B-Estructura_Corporal
1305,ES100002.xml,células transicionales,1115,1137,B-Estructura_Corporal
1306,ES100002.xml,bajo grado,1141,1151,B-Calificador
1309,ES100002.xml,uréter sacro-ilíaco derecho,1236,1263,B-Estructura_Corporal
1311,ES100002.xml,pared,1335,1340,B-Estructura_Corporal
1312,ES100002.xml,RIÑON DERECHO,1366,1379,B-Estructura_Corporal
1314,ES100002.xml,ABDOMINO-PELVICO,1437,1453,B-Estructura_Corporal
1316,ES100002.xml,Aorta infrarrenal,1468,1485,B-Estructura_Corporal
1318,ES100002.xml,riñón derecho,1513,1526,B-Estructura_Corporal
1319,ES100002.xml,intraureterales,1568,1583,B-Estructura_Corporal
1322,ES100002.xml,uréter derecho,1676,1690,B-Estructura_Corporal
1324,ES100002.xml,arteriosclerosis,1918,1934,B-Grp_Enfermedad
1327,ES100002.xml,linfocitos,2012,2022,B-Estructura_Corporal
1328,ES100002.xml,musculares,2032,2042,B-Estructura_Corporal
1330,ES100002.xml,urotelio,2055,2063,B-Estructura_Corporal
1331,ES100002.xml,renal,2153,2158,B-Estructura_Corporal
1334,ES100280.xml,glomerular,99,109,B-Estructura_Corporal
1335,ES100280.xml,esteroides,123,133,B-Grp_Medicamento
1336,ES100280.xml,ciclofosfamida,135,149,B-Grp_Medicamento
1337,ES100280.xml,DP,219,221,B-Estructura_Corporal
1339,ES100280.xml,Staphilococcus aureus,251,272,B-Grp_Enfermedad
1340,ES100280.xml,Candida albicans,292,308,B-Grp_Enfermedad
1343,ES100280.xml,hipogastrio,509,520,B-Estructura_Corporal
1346,ES100280.xml,asas,618,622,B-Calificador
1347,ES100280.xml,gran,630,634,B-Calificador
1349,ES100280.xml,intestinal,657,667,B-Estructura_Corporal
1350,ES100280.xml,oclusión intestinal,747,766,B-Grp_Enfermedad
1358,ES100896.xml,arterial,481,489,B-Estructura_Corporal
1359,ES100896.xml,cardíaca,518,526,B-Estructura_Corporal
1364,ES100896.xml,respiratoria,824,836,B-Estructura_Corporal
1367,ES100896.xml,cardíaca,957,965,B-Estructura_Corporal
1368,ES100896.xml,orofaringe,981,991,B-Estructura_Corporal
1371,ES100896.xml,cavum,1033,1038,B-Estructura_Corporal
1373,ES100896.xml,tórax anteroposterior,1209,1230,B-Estructura_Corporal
1375,ES100896.xml,anterocardíaco,1305,1319,B-Estructura_Corporal
1376,ES100896.xml,diafragma,1331,1340,B-Estructura_Corporal
1378,ES100896.xml,cuello,1385,1391,B-Estructura_Corporal
1381,ES100896.xml,oxígeno,1532,1539,B-Grp_Medicamento
1382,ES100896.xml,nasales,1555,1562,B-Estructura_Corporal
1386,ES100896.xml,tórax,1756,1761,B-Estructura_Corporal
1388,ES100896.xml,mediastino,1825,1835,B-Estructura_Corporal
1396,ES100259.xml,catecolaminas,458,471,B-Grp_Medicamento
1397,ES100259.xml,metanefrinas,474,486,B-Grp_Medicamento
1398,ES100259.xml,noradrenalina,522,535,B-Grp_Medicamento
1400,ES100259.xml,abdominal,668,677,B-Estructura_Corporal
1402,ES100259.xml,abdómino-pélvica,849,865,B-Estructura_Corporal
1404,ES100259.xml,bifurcación aórtica,956,975,B-Estructura_Corporal
1405,ES100259.xml,vena cava inferior,995,1013,B-Estructura_Corporal
1406,ES100259.xml,aorta,1028,1033,B-Estructura_Corporal
1407,ES100259.xml,arteria mesentérica inferior,1058,1086,B-Estructura_Corporal
1411,ES100259.xml,tumoración,1445,1455,B-Grp_Enfermedad
1412,ES100259.xml,cara anterior,1485,1498,B-Estructura_Corporal
1413,ES100259.xml,cava,1505,1509,B-Estructura_Corporal
1415,ES100259.xml,plasma,1659,1665,B-Estructura_Corporal
1416,ES100259.xml,metanefrinas,1693,1705,B-Grp_Medicamento
1419,ES100259.xml,distancia,1979,1988,B-Grp_Enfermedad
1422,ES100713.xml,dolorosa,126,134,B-Grp_Enfermedad
1425,ES100713.xml,órbita izquierda,313,329,B-Estructura_Corporal
1427,ES100713.xml,polilobulada,454,466,B-Grp_Enfermedad
1434,ES100713.xml,partes blandas perilesionales,873,902,B-Estructura_Corporal
1435,ES100713.xml,contraste,926,935,B-Grp_Medicamento
1437,ES100713.xml,bajo flujo,996,1006,B-Calificador
1438,ES100713.xml,lesión,1054,1060,B-Grp_Enfermedad
1439,ES100713.xml,lesión,1091,1097,B-Grp_Enfermedad
1441,ES100713.xml,subciliar izquierdo,1146,1165,B-Estructura_Corporal
1442,ES100713.xml,malar,1198,1203,B-Estructura_Corporal
1444,ES100713.xml,ósea,1600,1604,B-Estructura_Corporal
1445,ES100713.xml,espacios vasculares,1645,1664,B-Estructura_Corporal
1446,ES100713.xml,dilatados,1665,1674,B-Grp_Enfermedad
1449,ES100686.xml,región nasoorbitaria derecha,66,94,B-Estructura_Corporal
1451,ES100686.xml,surco nasoorbitario,261,280,B-Estructura_Corporal
1452,ES100686.xml,dorso nasal,283,294,B-Estructura_Corporal
1455,ES100686.xml,hemangioma fibrosado,551,571,B-Grp_Enfermedad
1456,ES100686.xml,supracilial,599,610,B-Estructura_Corporal
1457,ES100304.xml,Argentina,42,51,B-Grp_Medicamento
1458,ES100304.xml,Enfermedades Metabólicas,98,122,B-Grp_Enfermedad
1459,ES100304.xml,Ramón,136,141,B-Estructura_Corporal
1466,ES100304.xml,trastornos,1217,1220,B-Grp_Enfermedad
1467,ES100304.xml,gen PAH,1346,1352,B-Estructura_Corporal
1468,ES100304.xml,Fenilcetonuria,1517,1519,B-Grp_Enfermedad
1469,ES100304.xml,Tetrahidrobiopterina,1577,1580,B-Grp_Medicamento
1470,ES100304.xml,fenilalanina,2018,2020,B-Grp_Medicamento
1471,ES100304.xml,cereales,2278,2279,B-Estructura_Corporal
1472,ES100304.xml,verduras,2368,2369,B-Estructura_Corporal
1473,ES100304.xml,aceitunas,2424,2425,B-Grp_Medicamento
1474,ES100304.xml,oligoelementos,2899,2900,B-Grp_Enfermedad
1475,ES100304.xml,Argentina,3074,3083,B-Grp_Medicamento
1477,ES100688.xml,labio inferior,282,296,B-Estructura_Corporal
1478,ES100688.xml,corticoides intralesionales,347,374,B-Grp_Medicamento
1479,ES100688.xml,orales,377,383,B-Estructura_Corporal
1480,ES100688.xml,labio inferior,439,453,B-Estructura_Corporal
1482,ES100688.xml,betametasona,694,706,B-Grp_Medicamento
1487,ES100688.xml,insulina,895,903,B-Grp_Medicamento
1493,ES100688.xml,labio inferior,1130,1144,B-Estructura_Corporal
1494,ES100688.xml,lengua depapilada,1183,1200,B-Grp_Enfermedad
1496,ES100688.xml,dorso lingual,1240,1253,B-Estructura_Corporal
1497,ES100688.xml,lengua,1269,1275,B-Estructura_Corporal
1498,ES100688.xml,discreta,1298,1306,B-Calificador
1501,ES100688.xml,labio inferior,1390,1404,B-Estructura_Corporal
1502,ES100688.xml,Triamcinolona,1435,1448,B-Grp_Medicamento
1503,ES100688.xml,diluida,1460,1467,B-Grp_Enfermedad
1505,ES100688.xml,infiltración,1538,1550,B-Grp_Enfermedad
1506,ES100688.xml,labio inferior,1683,1697,B-Estructura_Corporal
1508,ES100688.xml,labio inferior,1867,1881,B-Estructura_Corporal
1510,ES100688.xml,estética labial,1921,1936,B-Estructura_Corporal
1513,ES100819.xml,L5-S1,240,242,B-Estructura_Corporal
1516,ES100819.xml,orotraqueal,393,404,B-Estructura_Corporal
1517,ES100819.xml,Propofol,439,447,B-Grp_Medicamento
1519,ES100819.xml,Renifentanilo,466,479,B-Grp_Medicamento
1520,ES100819.xml,opioides,510,518,B-Grp_Medicamento
1521,ES100819.xml,fentanilo,559,568,B-Grp_Medicamento
1522,ES100819.xml,atracurio,603,612,B-Grp_Medicamento
1523,ES100819.xml,bloqueador neuromuscular,621,645,B-Grp_Enfermedad
1526,ES100819.xml,opioides,866,874,B-Grp_Medicamento
1528,ES100819.xml,trometamol,921,931,B-Grp_Medicamento
1530,ES100819.xml,región pectoral,1109,1124,B-Estructura_Corporal
1531,ES100819.xml,crestas ilíacas,1131,1146,B-Estructura_Corporal
1532,ES100819.xml,abdomen,1239,1246,B-Estructura_Corporal
1533,ES100819.xml,mamas,1249,1254,B-Estructura_Corporal
1534,ES100819.xml,cabeza fue,1262,1272,B-Estructura_Corporal
1535,ES100819.xml,rosco abierto,1321,1334,B-Grp_Enfermedad
1536,ES100819.xml,ocular,1367,1373,B-Estructura_Corporal
1537,ES100819.xml,ojos,1379,1383,B-Estructura_Corporal
1538,ES100819.xml,oculares,1436,1444,B-Estructura_Corporal
1539,ES100819.xml,cabeza a,1504,1512,B-Estructura_Corporal
1540,ES100819.xml,ambos ojos,1526,1536,B-Estructura_Corporal
1541,ES100819.xml,extremidades inferiores,1543,1566,B-Estructura_Corporal
