,file,id_event,string,begin,end,ALINK,TLINK,contextualAspect,contextualModality,degree,docTimeRel,eventType,permanence,polarity
1285,ES100278.xml,8778,detecta,2432,2439,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1288,ES100278.xml,8816,resultados,2520,2530,0.0,9593 9596,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1289,ES100278.xml,8833,concordantes,2535,2547,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1290,ES100278.xml,8852,amiloidosis,2565,2576,0.0,0,0.0,GENERIC,0.0,BEFORE,0,FINITE,POS
1292,ES100278.xml,8890,normalidad,2650,2660,0.0,9365,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1293,ES100278.xml,8907,función,2673,2680,0.0,9371,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1294,ES100278.xml,8924,deteriora,2690,2699,0.0,9603,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1295,ES100278.xml,8941,terapia,2731,2738,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1296,ES100278.xml,8969,tratamiento,2799,2810,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1297,ES100278.xml,8988,intervenido,2864,2875,0.0,9609 9612,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1298,ES100278.xml,9005,trasplante,2889,2899,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1302,ES100278.xml,9079,esplenectomía,3074,3087,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1303,ES100278.xml,9098,alta,3132,3136,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1304,ES100278.xml,9117,situación,3140,3149,0.0,9403,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1306,ES100791.xml,886,tratamiento,70,81,0.0,1087 1090,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1307,ES100791.xml,903,eficacia,131,139,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1308,ES100791.xml,922,seguridad,142,151,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1309,ES100791.xml,941,cambia,156,162,0.0,1137 1140,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1311,ES100791.xml,992,nota,192,196,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1313,ES100791.xml,1011,cambiar,247,254,0.0,1115,NOVEL,ACTUAL,0.0,BEFORE,0,FINITE,POS
1314,ES100791.xml,1028,Durogesic®,257,266,0.0,1109,0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
1315,ES100791.xml,1045,estabiliza,283,293,0.0,0,NOVEL,ACTUAL,0.0,CONTAINS,0,FINITE,POS
1318,ES100578.xml,4930,carga,80,85,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1319,ES100578.xml,4949,acude,117,122,0.0,6500 6503,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1320,ES100578.xml,4966,refiriendo,137,147,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1323,ES100578.xml,5019,sangran,212,219,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1324,ES100578.xml,5038,cediendo,221,229,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1325,ES100578.xml,5057,compresión,251,261,0.0,6233,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1326,ES100578.xml,5074,exploración,269,280,0.0,6510,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1328,ES100578.xml,5108,spiders,336,343,0.0,6245,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1329,ES100578.xml,5125,analítica,375,384,0.0,6516 6519 6522 6525 6528 6531 6534 6537 6540 6543 6546 6549 6552 6555,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1330,ES100578.xml,5142,objetivó,388,396,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1331,ES100578.xml,5161,GOT,397,400,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1332,ES100578.xml,5180,GPT,410,413,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1333,ES100578.xml,5199,GGT,423,426,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1334,ES100578.xml,5218,fosfatasa,436,445,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1335,ES100578.xml,5237,bilirrubina,464,475,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1336,ES100578.xml,5256,albúmina,493,501,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1337,ES100578.xml,5275,actividad,512,521,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1339,ES100578.xml,5313,hemoglobina,560,571,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1341,ES100578.xml,5351,Ig,600,602,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1342,ES100578.xml,5370,Ig,611,613,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1343,ES100578.xml,5389,ANA,621,624,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1344,ES100578.xml,5408,Ecografía,631,640,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1345,ES100578.xml,5444,superficie,673,683,0.0,6329,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1347,ES100578.xml,5461,Porta,730,735,0.0,6574 6577,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1348,ES100578.xml,5478,Endoscopia,771,781,0.0,6584,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1350,ES100578.xml,5512,signos,837,843,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
1352,ES100578.xml,5548,inicia,887,893,6361.0,0,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
1353,ES100578.xml,5565,tratamiento,894,905,0.0,6590 6593 6596 6599 6602,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1355,ES100578.xml,5601,suspendiéndose,992,1006,6367.0,0,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
1356,ES100578.xml,5618,respuesta,1040,1049,0.0,0,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,NEG
1357,ES100578.xml,5640,seguimiento,1063,1074,0.0,6612 6615,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1358,ES100578.xml,5657,refiere,1087,1094,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1362,ES100578.xml,5727,gasometría,1215,1225,0.0,6622 6625 6628 6631 6634,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1363,ES100578.xml,5744,espirometría,1237,1249,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1364,ES100578.xml,5763,FEV1,1251,1255,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1365,ES100578.xml,5782,FVC,1264,1267,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1366,ES100578.xml,5801,FEV1FVC,1276,1284,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1367,ES100578.xml,5820,ecocardiograma,1303,1317,0.0,6416,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1368,ES100578.xml,5837,objetivó,1345,1353,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1369,ES100578.xml,5856,paso,1357,1361,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1371,ES100578.xml,5892,hallazgos,1453,1462,0.0,6644,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1374,ES100578.xml,5943,spiders,1576,1583,0.0,6434 6437 6440 6443,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1375,ES100578.xml,5960,responden,1615,1624,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
1376,ES100578.xml,5979,cauterización,1630,1643,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1377,ES100578.xml,5998,extirpación,1672,1683,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1378,ES100578.xml,6028,comienza,1699,1707,6134.0,0,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
1379,ES100578.xml,6045,tratamiento,1708,1719,0.0,6486 6489 6492,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1380,ES100578.xml,6062,reduce,1739,1745,0.0,0,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1382,ES100578.xml,6098,objetivándose,1773,1786,0.0,0,0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1383,ES100578.xml,6117,iniciado,1809,1817,6157.0,0,0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
1384,ES100578.xml,6140,tratamiento,1821,1832,0.0,6468,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1386,ES100578.xml,6180,estabilización,1876,1890,0.0,6480,0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1387,ES100587.xml,1743,Hijo,24,28,0.0,2188 2191,0,ACTUAL,0,CONTAINS,0,PERMANENT,POS
1388,ES100587.xml,1760,sanos,76,81,0.0,0,0,ACTUAL,0,CONTAINS,0,FINITE,POS
1389,ES100587.xml,1779,Casado,84,90,0.0,2198,0,ACTUAL,0,CONTAINS,0,FINITE,POS
1393,ES100587.xml,1870,infancia,160,168,0.0,2204 2207 2210 2213,0,ACTUAL,0,BEFORE,0,FINITE,POS
1394,ES100587.xml,1851,operado,177,184,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
1395,ES100587.xml,1887,Asintomático,199,211,0.0,2222,0,ACTUAL,0,CONTAINS,0,FINITE,POS
1397,ES100587.xml,1933,Analítica,239,248,0.0,2238 2241,0,ACTUAL,0,BEFORE,0,FINITE,POS
1399,ES100587.xml,1969,TTG,311,314,0.0,2244,0,ACTUAL,0,BEFORE,0,FINITE,POS
1400,ES100587.xml,1986,DQ2,332,335,0.0,2250 2253,0,ACTUAL,0,BEFORE,0,FINITE,POS
1401,ES100587.xml,2003,DQ8,342,345,0.0,0,0,ACTUAL,0,BEFORE,0,FINITE,POS
1402,ES100587.xml,2022,biopsia,354,361,0.0,2260,0,ACTUAL,0,BEFORE,0,FINITE,POS
1403,ES100587.xml,2039,mostró,371,377,0.0,0,0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
1406,ES100587.xml,2092,DSG,539,542,0.0,0,0,ACTUAL,0,CONTAINS,0,FINITE,POS
1407,ES100587.xml,2111,respuesta,572,581,0.0,0,0,ACTUAL,0,CONTAINS,0,FINITE,POS
1408,ES100182.xml,1855,encontrado,24,34,0.0,2359,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1409,ES100182.xml,1872,accidentado,35,46,0.0,2283,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1411,ES100182.xml,1906,fracturas,96,105,0.0,2295,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1414,ES100182.xml,1957,Ingresa,214,221,0.0,2365 2368 2371,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1415,ES100182.xml,1974,soporte,263,270,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1416,ES100182.xml,1993,estudios,293,301,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1417,ES100182.xml,2012,encuentra,331,340,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
1420,ES100182.xml,2067,reconstrucción,426,440,0.0,2379,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1421,ES100182.xml,2084,descartar,472,481,0.0,0,0.0,HEDGED,0,BEFORE,EVIDENTIAL,FINITE,POS
1423,ES100182.xml,2120,estabilizadas,533,546,0.0,2329,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1424,ES100182.xml,2137,cistoscopia,582,593,0.0,2385,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1425,ES100182.xml,2154,demuestra,598,607,0.0,0,0.0,ACTUAL,0,BEFORE,EVIDENTIAL,FINITE,POS
1426,ES100182.xml,2173,perforación,608,619,0.0,2335 2338,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1428,ES100182.xml,2209,reparó,700,706,0.0,2345 2348 2351,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1429,ES100182.xml,2226,extirpó,719,726,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1431,ES100182.xml,2264,curación,781,789,0.0,0,0.0,ACTUAL,0,BEFORE,0,FINITE,POS
1432,ES100633.xml,1823,refiere,21,28,0.0,2285,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1435,ES100633.xml,1874,evolución,88,97,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1436,ES100633.xml,1893,tomografía,102,112,0.0,2291 2294 2297,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1437,ES100633.xml,1910,TC,128,130,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1438,ES100633.xml,1929,mostró,142,148,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1440,ES100633.xml,1965,hemicolectomía,236,250,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1441,ES100633.xml,1984,anatomía,265,273,0.0,2305 2308,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1442,ES100633.xml,2001,mostró,285,291,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1444,ES100633.xml,2037,examen,364,370,0.0,2253,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1445,ES100633.xml,2054,IHQ,410,413,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1446,ES100633.xml,2073,GANT,435,439,0.0,2259,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1448,ES100633.xml,2107,resecada,572,580,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1449,ES100633.xml,2126,tratamiento,607,618,0.0,2325,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1450,ES100633.xml,2143,seguimiento,683,694,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1451,ES100633.xml,2162,registrado,705,715,0.0,0,0.0,ACTUAL,0.0,OVERLAP,EVIDENTIAL,FINITE,NEG
1452,ES100633.xml,2181,recidivas,716,725,0.0,0,0.0,ACTUAL,0.0,OVERLAP,0,FINITE,NEG
1454,ES100631.xml,7747,ingresó,46,53,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1455,ES100631.xml,7766,evolución,98,107,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1457,ES100631.xml,7804,prurito,153,160,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1458,ES100631.xml,7823,antecedentes,187,199,0.0,9503 9506 9509 9512 9515,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
1462,ES100631.xml,7897,analítica,315,324,0.0,9525 9528 9531 9534 9537 9540 9543,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1463,ES100631.xml,8064,mostró,325,331,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1464,ES100631.xml,7914,bilirrubina,354,365,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1465,ES100631.xml,7933,GOT,379,382,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1466,ES100631.xml,7952,GPT,394,397,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1467,ES100631.xml,7971,GGT,409,412,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1468,ES100631.xml,7990,FA,424,426,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1469,ES100631.xml,8009,LDH,438,441,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1470,ES100631.xml,8028,Amilasa,453,460,0.0,9251,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1471,ES100631.xml,8045,lipasa,463,469,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1472,ES100631.xml,8083,hipergammaglobulinemia,525,547,0.0,9555 9558 9561 9564,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1473,ES100631.xml,8100,gammaglobulina,549,563,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1474,ES100631.xml,8119,IgG,576,579,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1475,ES100631.xml,8138,marcador,613,621,0.0,9573,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1476,ES100631.xml,8155,autoanticuerpos,651,666,0.0,9579 9582,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1477,ES100631.xml,8172,serologías,720,730,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1478,ES100631.xml,8191,ecografía,923,932,0.0,9589 9592,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1480,ES100631.xml,8208,dilatación,950,960,0.0,9285,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1481,ES100631.xml,8225,ecoendoscopia,1006,1019,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1484,ES100631.xml,8297,TAC,1162,1165,0.0,9599,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1485,ES100631.xml,8331,objetivó,1182,1190,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1486,ES100631.xml,8314,hipodenso,1243,1252,0.0,9303,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1488,ES100631.xml,8373,extensión,1413,1422,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1489,ES100631.xml,8392,rodeando,1470,1478,0.0,9315,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1492,ES100631.xml,8443,prurito,1636,1643,0.0,9333,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1495,ES100631.xml,8494,mostrando,1711,1720,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1496,ES100631.xml,8513,colangiografía,1724,1738,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1499,ES100631.xml,8566,punciónaspiración,1892,1910,0.0,9615 9618 9621 9624,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1500,ES100631.xml,8583,USE,1937,1940,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1501,ES100631.xml,8602,citología,1945,1954,0.0,9369,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1503,ES100631.xml,8638,tinción,1988,1995,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1506,ES100631.xml,8691,colangiopancreatografía,2120,2143,0.0,9633 9636,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1507,ES100631.xml,8708,CPRE,2168,2172,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1508,ES100631.xml,8727,observando,2174,2184,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1511,ES100631.xml,8780,aspecto,2290,2297,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1513,ES100631.xml,8818,inició,2360,2366,9407.0,9643 9646,0.0,ACTUAL,0.0,BEFORE,ASPECTUAL,FINITE,POS
1514,ES100631.xml,8833,tratamiento,2367,2378,0.0,9413,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1515,ES100631.xml,8850,retiró,2441,2447,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1516,ES100631.xml,8869,drenaje,2451,2458,0.0,9419,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1517,ES100631.xml,8886,PAI,2502,2505,0.0,9425,0.0,HEDGED,0.0,BEFORE,0,FINITE,POS
1518,ES100631.xml,8903,alta,2530,2534,0.0,9431,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1519,ES100631.xml,8920,seguido,2537,2544,0.0,9653 9656 9659 9662,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1520,ES100631.xml,8937,comprobando,2566,2577,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1521,ES100631.xml,8956,normalización,2578,2591,0.0,9437,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1522,ES100631.xml,8973,resolución,2632,2642,0.0,9443,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1523,ES100631.xml,8990,TAC,2649,2652,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1525,ES100631.xml,9026,normalización,2743,2756,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1526,ES100631.xml,9043,desaparición,2792,2804,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1527,ES100631.xml,9062,disminuyéndose,2865,2879,0.0,9469,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1528,ES100631.xml,9079,retirada,2905,2913,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1529,ES100631.xml,9098,retirándose,2934,2945,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1531,ES100631.xml,9134,seguimiento,3018,3029,0.0,0,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
1532,ES100631.xml,9153,asintomático,3058,3070,0.0,9491,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,POS
1533,ES100631.xml,9170,recurrencia,3085,3096,0.0,9497,0.0,ACTUAL,0.0,CONTAINS,0,FINITE,NEG
1534,ES100143.xml,1985,embarazo,26,34,0.0,2555,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1535,ES100143.xml,2002,parto,37,42,0.0,2661,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1536,ES100143.xml,2019,exploración,59,70,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1537,ES100143.xml,2038,apreció,82,89,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1539,ES100143.xml,2074,dura,141,145,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1540,ES100143.xml,2093,palpación,151,160,0.0,2561,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1541,ES100143.xml,2110,situada,161,168,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1542,ES100143.xml,2129,desplazando,213,224,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1544,ES100143.xml,2165,aspecto,280,287,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1546,ES100143.xml,2201,pidió,378,383,0.0,2591,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1547,ES100143.xml,2218,ecografía,388,397,0.0,2681,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1548,ES100143.xml,2269,hallando,402,410,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
1551,ES100143.xml,2288,ecografía,455,464,0.0,2687,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1552,ES100143.xml,2305,confirmó,477,485,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1553,ES100143.xml,2324,naturaleza,489,499,0.0,2609,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1554,ES100143.xml,2341,confirmándose,522,535,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1556,ES100143.xml,2377,decidió,586,593,0.0,2693 2696 2699,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1557,ES100143.xml,2394,actitud,594,601,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1558,ES100143.xml,2413,seguimiento,620,631,0.0,2627 2630,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1560,ES100143.xml,2447,disminuyendo,659,671,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1561,ES100143.xml,2466,desapareciendo,715,729,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1563,ES100143.xml,2502,vida,768,772,0.0,2643,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1564,ES100143.xml,2538,descrita,781,789,0.0,2655,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,NEG
1565,ES100143.xml,2519,secuela,798,805,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
1566,ES100962.xml,4651,Presentamos,0,11,0.0,0,0.0,ACTUAL,0.0,IS-CONTAINED,0,FINITE,POS
1567,ES100962.xml,4670,acude,59,64,0.0,5662,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1568,ES100962.xml,4687,derivada,105,113,0.0,5668,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1569,ES100962.xml,4704,posición,155,163,0.0,5814 5817 5820 5823,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1570,ES100962.xml,4721,incluido,195,203,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1571,ES100962.xml,4740,utilizado,252,261,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1572,ES100962.xml,4759,tratamiento,293,304,0.0,5674,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1573,ES100962.xml,4776,apropiado,350,359,0.0,5680,0.0,ACTUAL,0.0,BEFORE,0,FINITE,NEG
1574,ES100962.xml,4793,rescate,363,370,0.0,0,0.0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
1575,ES100962.xml,4826,Informó,394,401,0.0,5832,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1577,ES100962.xml,4860,extracción,482,492,0.0,0,0.0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
1578,ES100962.xml,4879,vigilancia,507,517,0.0,0,0.0,HYPOTHETICAL-OTHER,0.0,BEFORE,0,FINITE,POS
1579,ES100962.xml,4898,exploración,538,549,0.0,5838 5841,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1580,ES100962.xml,4915,ortopantomografía,563,580,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1581,ES100962.xml,4951,comprobamos,582,593,0.0,0,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1582,ES100962.xml,4934,inclusión,597,606,0.0,5692,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1583,ES100962.xml,4970,evidencia,786,795,0.0,5704,0.0,ACTUAL,0.0,BEFORE,EVIDENTIAL,FINITE,POS
1584,ES100962.xml,4987,transmigración,802,816,0.0,5698,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1585,ES100962.xml,5004,indicamos,829,838,0.0,5848 5851,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
1586,ES100962.xml,5021,extracción,842,852,0.0,0,0.0,ACTUAL,0.0,BEFORE,0,FINITE,POS
